artistName_x,Year,Month,Day,time,Sum of msPlayed,trackName,albumName,artistName_y,trackUri,playlists.name,track_id,hour
"""Weird Al"" Yankovic",2023,June,22,02:00:00,202920,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",Bad Hair Day,"""Weird Al"" Yankovic",spotify:track:5r96TaQquRrlo3Ym3ZlSL2,HOmeWorK BANgers,5r96TaQquRrlo3Ym3ZlSL2,02
"""Weird Al"" Yankovic",2023,July,29,02:38:00,202920,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",Bad Hair Day,"""Weird Al"" Yankovic",spotify:track:5r96TaQquRrlo3Ym3ZlSL2,HOmeWorK BANgers,5r96TaQquRrlo3Ym3ZlSL2,02
"""Weird Al"" Yankovic",2023,July,29,01:10:00,328773,"The Saga Begins (Lyrical Adaption of ""American Pie"")",Running With Scissors,"""Weird Al"" Yankovic",spotify:track:74sUbOF9Zm8LdGUJjxleTl,HOmeWorK BANgers,74sUbOF9Zm8LdGUJjxleTl,01
...And You Will Know Us by the Trail of Dead,2023,July,23,01:33:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,01
...And You Will Know Us by the Trail of Dead,2023,July,23,01:33:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,01
...And You Will Know Us by the Trail of Dead,2023,August,21,03:10:00,25550,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,03
...And You Will Know Us by the Trail of Dead,2023,August,21,03:10:00,25550,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,03
...And You Will Know Us by the Trail of Dead,2023,September,2,23:41:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,23
...And You Will Know Us by the Trail of Dead,2023,September,2,23:41:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,23
...And You Will Know Us by the Trail of Dead,2023,September,3,07:29:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,07
...And You Will Know Us by the Trail of Dead,2023,September,3,07:29:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,07
...And You Will Know Us by the Trail of Dead,2023,September,13,07:35:00,245541,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,07
...And You Will Know Us by the Trail of Dead,2023,September,13,07:35:00,245541,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,07
...And You Will Know Us by the Trail of Dead,2023,September,13,22:15:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,22
...And You Will Know Us by the Trail of Dead,2023,September,13,22:15:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,22
...And You Will Know Us by the Trail of Dead,2023,September,15,00:09:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Missing Her,16XbElFPv3A7TrzRJntVYd,00
...And You Will Know Us by the Trail of Dead,2023,September,15,00:09:00,325600,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,spotify:track:16XbElFPv3A7TrzRJntVYd,Rock Paper Scissors,16XbElFPv3A7TrzRJntVYd,00
A Great Big World,2023,June,17,01:21:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,June,17,15:07:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,15
A Great Big World,2023,June,18,23:31:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,23
A Great Big World,2023,June,23,10:55:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,10
A Great Big World,2023,June,27,19:36:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,19
A Great Big World,2023,June,28,11:05:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,11
A Great Big World,2023,June,29,02:56:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,02
A Great Big World,2023,June,29,05:47:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,05
A Great Big World,2023,June,30,02:25:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,02
A Great Big World,2023,June,30,19:39:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,19
A Great Big World,2023,July,1,18:37:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,18
A Great Big World,2023,July,2,13:33:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,13
A Great Big World,2023,July,6,04:21:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,04
A Great Big World,2023,July,7,01:47:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,July,7,20:40:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,20
A Great Big World,2023,July,9,14:57:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,14
A Great Big World,2023,July,9,15:44:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,15
A Great Big World,2023,July,11,03:21:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,03
A Great Big World,2023,July,12,10:27:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,10
A Great Big World,2023,July,15,19:39:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,19
A Great Big World,2023,July,16,00:46:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,00
A Great Big World,2023,July,16,07:55:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,07
A Great Big World,2023,July,16,21:27:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,21
A Great Big World,2023,July,17,21:26:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,21
A Great Big World,2023,July,19,01:16:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,July,19,03:33:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,03
A Great Big World,2023,July,20,02:21:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,02
A Great Big World,2023,July,20,03:47:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,03
A Great Big World,2023,July,21,04:20:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,04
A Great Big World,2023,July,23,08:07:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,08
A Great Big World,2023,July,23,17:07:00,25900,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,17
A Great Big World,2023,July,27,01:31:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,August,1,21:58:00,85656,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,21
A Great Big World,2023,August,2,01:47:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,August,2,03:16:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,03
A Great Big World,2023,August,5,08:40:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,08
A Great Big World,2023,August,6,21:43:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,21
A Great Big World,2023,August,10,01:16:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,01
A Great Big World,2023,August,25,04:16:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,04
A Great Big World,2023,September,2,19:52:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,19
A Great Big World,2023,September,14,23:01:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,23
A Great Big World,2023,September,16,22:21:00,229320,Kaleidoscope,When the Morning Comes,A Great Big World,spotify:track:2SkJKMfjpYsNv0KWOxiegX,Missing Her,2SkJKMfjpYsNv0KWOxiegX,22
A.C. Newman,2023,June,7,11:35:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,11
A.C. Newman,2023,June,7,11:35:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,11
A.C. Newman,2023,June,9,05:05:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,05
A.C. Newman,2023,June,9,05:05:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,05
A.C. Newman,2023,June,10,15:23:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,15
A.C. Newman,2023,June,10,15:23:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,15
A.C. Newman,2023,June,14,03:45:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,03
A.C. Newman,2023,June,14,03:45:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,03
A.C. Newman,2023,June,16,21:56:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,21
A.C. Newman,2023,June,16,21:56:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,21
A.C. Newman,2023,June,18,03:20:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,03
A.C. Newman,2023,June,18,03:20:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,03
A.C. Newman,2023,August,25,23:14:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,23
A.C. Newman,2023,August,25,23:14:00,178786,Prophets,Get Guilty,A.C. Newman,spotify:track:7dnQZxpbKsHNmtlWcRdsR4,The Knew,7dnQZxpbKsHNmtlWcRdsR4,23
AC/DC,2023,July,23,01:28:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,01
AC/DC,2023,July,23,23:06:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,23
AC/DC,2023,August,11,00:51:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,00
AC/DC,2023,August,20,01:20:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,01
AC/DC,2023,August,31,20:51:00,4960,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,20
AC/DC,2023,September,4,18:45:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,18
AC/DC,2023,September,7,05:49:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,05
AC/DC,2023,September,7,23:32:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,23
AC/DC,2023,September,15,15:58:00,214666,T.N.T.,High Voltage,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,15
AC/DC,2023,July,23,05:22:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,05
AC/DC,2023,August,21,02:49:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,02
AC/DC,2023,September,6,22:36:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,22
AC/DC,2023,September,7,15:24:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,15
AC/DC,2023,September,14,16:19:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,16
AC/DC,2023,September,15,23:36:00,255493,Back In Black,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,23
AC/DC,2023,July,24,00:22:00,208400,Highway to Hell,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,00
AC/DC,2023,September,4,01:03:00,208400,Highway to Hell,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,01
AC/DC,2023,September,8,21:55:00,208400,Highway to Hell,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,21
AC/DC,2023,September,15,15:55:00,208400,Highway to Hell,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,15
AC/DC,2023,August,11,22:02:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,22
AC/DC,2023,August,31,04:15:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,04
AC/DC,2023,August,31,14:17:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,14
AC/DC,2023,September,7,02:42:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,02
AC/DC,2023,September,8,15:09:00,4435,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,15
AC/DC,2023,September,8,23:09:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,23
AC/DC,2023,September,11,23:07:00,292880,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,23
AC/DC,2023,August,12,01:23:00,88038,You Shook Me All Night Long,Back In Black,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,01
AC/DC,2023,September,2,19:14:00,210173,You Shook Me All Night Long,Back In Black,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,19
AC/DC,2023,September,11,21:06:00,77106,You Shook Me All Night Long,Back In Black,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,21
AC/DC,2023,September,11,22:54:00,133045,You Shook Me All Night Long,Back In Black,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,22
AC/DC,2023,August,12,16:41:00,183053,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,16
AC/DC,2023,August,31,17:52:00,183053,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,17
AC/DC,2023,September,4,19:08:00,183053,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,19
AC/DC,2023,September,5,23:09:00,183053,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,23
AC/DC,2023,September,8,23:17:00,183053,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,23
AC/DC,2023,August,21,03:05:00,1190,Shoot to Thrill,Back In Black,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,03
AC/DC,2023,August,31,18:54:00,317426,Shoot to Thrill,Back In Black,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,18
AC/DC,2023,September,7,06:50:00,317426,Shoot to Thrill,Back In Black,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,06
AC/DC,2023,September,7,15:53:00,317426,Shoot to Thrill,Back In Black,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,15
AC/DC,2023,September,15,23:06:00,317426,Shoot to Thrill,Back In Black,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,23
Aerosmith,2023,July,8,02:21:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,02
Aerosmith,2023,July,8,02:21:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,02
Aerosmith,2023,July,22,23:45:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,23
Aerosmith,2023,July,22,23:45:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,23
Aerosmith,2023,July,23,23:42:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,23
Aerosmith,2023,July,23,23:42:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,23
Aerosmith,2023,August,10,01:08:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,01
Aerosmith,2023,August,10,01:08:00,220310,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,01
Aerosmith,2023,August,10,11:03:00,164880,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,11
Aerosmith,2023,August,10,11:03:00,164880,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,11
Aerosmith,2023,August,10,20:14:00,55450,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,20
Aerosmith,2023,August,10,20:14:00,55450,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,Rock Paper Scissors,5SZ6zX4rOrEQferfFC2MfP,20
Aerosmith,2023,August,11,11:17:00,143894,Walk This Way,Toys In The Attic,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,11
