artistName,Year,Month,Day,time,Sum of msPlayed,trackName
"""Weird Al"" Yankovic",2023,June,22,1899-12-30 02:00:00,202920,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)"
"""Weird Al"" Yankovic",2023,July,29,1899-12-30 01:10:00,328773,"The Saga Begins (Lyrical Adaption of ""American Pie"")"
"""Weird Al"" Yankovic",2023,July,29,1899-12-30 02:38:00,202920,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)"
...And You Will Know Us by the Trail of Dead,2023,July,23,1899-12-30 01:33:00,325600,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,August,21,1899-12-30 03:10:00,25550,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,September,2,1899-12-30 23:41:00,325600,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,September,3,1899-12-30 07:29:00,325600,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,September,13,1899-12-30 07:35:00,245541,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,September,13,1899-12-30 22:15:00,325600,Wasted State Of Mind
...And You Will Know Us by the Trail of Dead,2023,September,15,1899-12-30 00:09:00,325600,Wasted State Of Mind
'+44,2023,June,24,1899-12-30 19:40:00,192786,When Your Heart Stops Beating
'+44,2023,August,19,1899-12-30 02:54:00,192786,When Your Heart Stops Beating
3 Doors Down,2023,July,26,1899-12-30 20:21:00,233933,Kryptonite
5 Seconds of Summer,2023,July,19,1899-12-30 21:46:00,202496,She Looks So Perfect
A Great Big World,2023,June,17,1899-12-30 01:21:00,229320,Kaleidoscope
A Great Big World,2023,June,17,1899-12-30 15:07:00,229320,Kaleidoscope
A Great Big World,2023,June,18,1899-12-30 23:31:00,229320,Kaleidoscope
A Great Big World,2023,June,23,1899-12-30 10:55:00,229320,Kaleidoscope
A Great Big World,2023,June,27,1899-12-30 19:36:00,229320,Kaleidoscope
A Great Big World,2023,June,28,1899-12-30 11:05:00,229320,Kaleidoscope
A Great Big World,2023,June,29,1899-12-30 02:56:00,229320,Kaleidoscope
A Great Big World,2023,June,29,1899-12-30 05:47:00,229320,Kaleidoscope
A Great Big World,2023,June,30,1899-12-30 02:25:00,229320,Kaleidoscope
A Great Big World,2023,June,30,1899-12-30 19:39:00,229320,Kaleidoscope
A Great Big World,2023,July,1,1899-12-30 18:37:00,229320,Kaleidoscope
A Great Big World,2023,July,2,1899-12-30 13:33:00,229320,Kaleidoscope
A Great Big World,2023,July,6,1899-12-30 04:21:00,229320,Kaleidoscope
A Great Big World,2023,July,7,1899-12-30 01:47:00,229320,Kaleidoscope
A Great Big World,2023,July,7,1899-12-30 20:40:00,229320,Kaleidoscope
A Great Big World,2023,July,9,1899-12-30 14:57:00,229320,Kaleidoscope
A Great Big World,2023,July,9,1899-12-30 15:44:00,229320,Kaleidoscope
A Great Big World,2023,July,11,1899-12-30 03:21:00,229320,Kaleidoscope
A Great Big World,2023,July,12,1899-12-30 10:27:00,229320,Kaleidoscope
A Great Big World,2023,July,15,1899-12-30 19:39:00,229320,Kaleidoscope
A Great Big World,2023,July,16,1899-12-30 00:46:00,229320,Kaleidoscope
A Great Big World,2023,July,16,1899-12-30 07:55:00,229320,Kaleidoscope
A Great Big World,2023,July,16,1899-12-30 21:27:00,229320,Kaleidoscope
A Great Big World,2023,July,17,1899-12-30 21:26:00,229320,Kaleidoscope
A Great Big World,2023,July,19,1899-12-30 01:16:00,229320,Kaleidoscope
A Great Big World,2023,July,19,1899-12-30 03:33:00,229320,Kaleidoscope
A Great Big World,2023,July,20,1899-12-30 02:21:00,229320,Kaleidoscope
A Great Big World,2023,July,20,1899-12-30 03:47:00,229320,Kaleidoscope
A Great Big World,2023,July,21,1899-12-30 04:20:00,229320,Kaleidoscope
A Great Big World,2023,July,23,1899-12-30 08:07:00,229320,Kaleidoscope
A Great Big World,2023,July,23,1899-12-30 17:07:00,25900,Kaleidoscope
A Great Big World,2023,July,27,1899-12-30 01:31:00,229320,Kaleidoscope
A Great Big World,2023,August,1,1899-12-30 21:58:00,85656,Kaleidoscope
A Great Big World,2023,August,2,1899-12-30 01:47:00,229320,Kaleidoscope
A Great Big World,2023,August,2,1899-12-30 03:16:00,229320,Kaleidoscope
A Great Big World,2023,August,5,1899-12-30 08:40:00,229320,Kaleidoscope
A Great Big World,2023,August,6,1899-12-30 21:43:00,229320,Kaleidoscope
A Great Big World,2023,August,10,1899-12-30 01:16:00,229320,Kaleidoscope
A Great Big World,2023,August,25,1899-12-30 04:16:00,229320,Kaleidoscope
A Great Big World,2023,September,2,1899-12-30 19:52:00,229320,Kaleidoscope
A Great Big World,2023,September,3,1899-12-30 00:28:00,229400,Say Something
A Great Big World,2023,September,14,1899-12-30 23:01:00,229320,Kaleidoscope
A Great Big World,2023,September,15,1899-12-30 01:58:00,229400,Say Something
A Great Big World,2023,September,16,1899-12-30 22:21:00,229320,Kaleidoscope
A Perfect Circle,2023,July,24,1899-12-30 00:16:00,247266,Judith
A.C. Newman,2023,June,7,1899-12-30 11:35:00,178786,Prophets
A.C. Newman,2023,June,9,1899-12-30 05:05:00,178786,Prophets
A.C. Newman,2023,June,10,1899-12-30 15:23:00,178786,Prophets
A.C. Newman,2023,June,14,1899-12-30 03:45:00,178786,Prophets
A.C. Newman,2023,June,16,1899-12-30 21:56:00,178786,Prophets
A.C. Newman,2023,June,18,1899-12-30 03:20:00,178786,Prophets
A.C. Newman,2023,August,25,1899-12-30 23:14:00,178786,Prophets
Abtmelody,2023,July,29,1899-12-30 21:06:00,230504,Screw the Nether
AC/DC,2023,July,23,1899-12-30 01:28:00,214666,T.N.T.
AC/DC,2023,July,23,1899-12-30 05:22:00,255493,Back In Black
AC/DC,2023,July,23,1899-12-30 23:06:00,214666,T.N.T.
AC/DC,2023,July,24,1899-12-30 00:22:00,208400,Highway to Hell
AC/DC,2023,August,11,1899-12-30 00:51:00,214666,T.N.T.
AC/DC,2023,August,11,1899-12-30 22:02:00,292880,Thunderstruck
AC/DC,2023,August,12,1899-12-30 01:23:00,88038,You Shook Me All Night Long
AC/DC,2023,August,12,1899-12-30 16:41:00,183053,Rock or Bust
AC/DC,2023,August,20,1899-12-30 01:20:00,214666,T.N.T.
AC/DC,2023,August,21,1899-12-30 02:49:00,255493,Back In Black
AC/DC,2023,August,21,1899-12-30 03:05:00,1190,Shoot to Thrill
AC/DC,2023,August,31,1899-12-30 04:15:00,292880,Thunderstruck
AC/DC,2023,August,31,1899-12-30 14:17:00,292880,Thunderstruck
AC/DC,2023,August,31,1899-12-30 17:52:00,183053,Rock or Bust
AC/DC,2023,August,31,1899-12-30 18:54:00,317426,Shoot to Thrill
AC/DC,2023,August,31,1899-12-30 20:51:00,4960,T.N.T.
AC/DC,2023,September,2,1899-12-30 19:14:00,210173,You Shook Me All Night Long
AC/DC,2023,September,4,1899-12-30 01:03:00,208400,Highway to Hell
AC/DC,2023,September,4,1899-12-30 18:45:00,214666,T.N.T.
AC/DC,2023,September,4,1899-12-30 19:08:00,183053,Rock or Bust
AC/DC,2023,September,5,1899-12-30 23:09:00,183053,Rock or Bust
AC/DC,2023,September,6,1899-12-30 22:36:00,255493,Back In Black
AC/DC,2023,September,7,1899-12-30 02:42:00,292880,Thunderstruck
AC/DC,2023,September,7,1899-12-30 05:49:00,214666,T.N.T.
AC/DC,2023,September,7,1899-12-30 06:50:00,317426,Shoot to Thrill
AC/DC,2023,September,7,1899-12-30 15:24:00,255493,Back In Black
AC/DC,2023,September,7,1899-12-30 15:53:00,317426,Shoot to Thrill
AC/DC,2023,September,7,1899-12-30 23:32:00,214666,T.N.T.
AC/DC,2023,September,8,1899-12-30 15:09:00,4435,Thunderstruck
AC/DC,2023,September,8,1899-12-30 21:55:00,208400,Highway to Hell
AC/DC,2023,September,8,1899-12-30 23:09:00,292880,Thunderstruck
AC/DC,2023,September,8,1899-12-30 23:17:00,183053,Rock or Bust
AC/DC,2023,September,11,1899-12-30 21:06:00,77106,You Shook Me All Night Long
AC/DC,2023,September,11,1899-12-30 22:54:00,133045,You Shook Me All Night Long
AC/DC,2023,September,11,1899-12-30 23:07:00,292880,Thunderstruck
AC/DC,2023,September,14,1899-12-30 16:19:00,255493,Back In Black
AC/DC,2023,September,15,1899-12-30 15:55:00,208400,Highway to Hell
AC/DC,2023,September,15,1899-12-30 15:58:00,214666,T.N.T.
AC/DC,2023,September,15,1899-12-30 23:06:00,317426,Shoot to Thrill
AC/DC,2023,September,15,1899-12-30 23:36:00,255493,Back In Black
Aero Chord,2023,July,26,1899-12-30 10:10:00,220316,Time Leap
Aerosmith,2023,July,8,1899-12-30 02:21:00,220310,Walk This Way
Aerosmith,2023,July,8,1899-12-30 15:05:00,267596,Dream On
Aerosmith,2023,July,22,1899-12-30 23:45:00,220310,Walk This Way
Aerosmith,2023,July,23,1899-12-30 02:37:00,267596,Dream On
Aerosmith,2023,July,23,1899-12-30 23:42:00,220310,Walk This Way
Aerosmith,2023,August,3,1899-12-30 03:52:00,3626,Dream On
Aerosmith,2023,August,10,1899-12-30 01:08:00,220310,Walk This Way
Aerosmith,2023,August,10,1899-12-30 11:03:00,164880,Walk This Way
Aerosmith,2023,August,10,1899-12-30 20:14:00,55450,Walk This Way
Aerosmith,2023,August,11,1899-12-30 11:17:00,143894,Walk This Way
Aerosmith,2023,August,11,1899-12-30 20:06:00,76334,Walk This Way
Aerosmith,2023,August,12,1899-12-30 13:12:00,220310,Walk This Way
Aerosmith,2023,August,31,1899-12-30 19:34:00,267596,Dream On
Aerosmith,2023,September,4,1899-12-30 00:27:00,220310,Walk This Way
Aerosmith,2023,September,4,1899-12-30 20:05:00,220310,Walk This Way
Aerosmith,2023,September,5,1899-12-30 19:26:00,35923,Walk This Way
Aerosmith,2023,September,6,1899-12-30 01:30:00,220310,Walk This Way
Aerosmith,2023,September,6,1899-12-30 04:26:00,267596,Dream On
Aerosmith,2023,September,6,1899-12-30 20:00:00,265773,Dude (Looks Like A Lady)
Aerosmith,2023,September,7,1899-12-30 00:28:00,220310,Walk This Way
Aerosmith,2023,September,7,1899-12-30 01:08:00,267596,Dream On
Aerosmith,2023,September,8,1899-12-30 21:51:00,220310,Walk This Way
Aerosmith,2023,September,8,1899-12-30 23:14:00,267596,Dream On
Aerosmith,2023,September,16,1899-12-30 02:04:00,53150,Dream On
Aerosmith,2023,September,16,1899-12-30 04:04:00,128502,Dream On
Aerosmith,2023,September,16,1899-12-30 08:53:00,2860,Dream On
AFI,2023,June,12,1899-12-30 21:32:00,206586,Miss Murder
AFI,2023,June,14,1899-12-30 03:38:00,206586,Miss Murder
AFI,2023,June,15,1899-12-30 00:35:00,206586,Miss Murder
AFI,2023,June,16,1899-12-30 01:18:00,206586,Miss Murder
AFI,2023,June,16,1899-12-30 05:35:00,206586,Miss Murder
AFI,2023,June,16,1899-12-30 20:31:00,206586,Miss Murder
AFI,2023,June,24,1899-12-30 18:15:00,206586,Miss Murder
AFI,2023,June,25,1899-12-30 23:59:00,206586,Miss Murder
AFI,2023,June,26,1899-12-30 10:42:00,167279,Miss Murder
AFI,2023,July,19,1899-12-30 11:18:00,206586,Miss Murder
AFI,2023,July,20,1899-12-30 20:27:00,206586,Miss Murder
AFI,2023,July,23,1899-12-30 03:16:00,206586,Miss Murder
AFI,2023,August,11,1899-12-30 02:19:00,206586,Miss Murder
AFI,2023,August,30,1899-12-30 22:26:00,206586,Miss Murder
AFI,2023,September,2,1899-12-30 18:32:00,206586,Miss Murder
AFI,2023,September,7,1899-12-30 04:41:00,260760,Medicate
AFI,2023,September,14,1899-12-30 18:24:00,206586,Miss Murder
a-ha,2023,July,29,1899-12-30 01:28:00,225280,Take on Me
Air Traffic Controller,2023,July,17,1899-12-30 21:11:00,203266,"Hurry, Hurry"
Air Traffic Controller,2023,July,24,1899-12-30 10:05:00,203266,"Hurry, Hurry"
Air Traffic Controller,2023,July,25,1899-12-30 01:52:00,203266,"Hurry, Hurry"
Air Traffic Controller,2023,July,25,1899-12-30 04:53:00,203266,"Hurry, Hurry"
AJR,2023,June,5,1899-12-30 20:23:00,180742,World's Smallest Violin
AJR,2023,June,6,1899-12-30 10:44:00,212783,100 Bad Days
AJR,2023,June,6,1899-12-30 11:47:00,50666,I'm Ready
AJR,2023,June,6,1899-12-30 20:45:00,176666,I'm Ready
AJR,2023,June,7,1899-12-30 00:37:00,212373,Burn The House Down
AJR,2023,June,8,1899-12-30 00:36:00,180742,World's Smallest Violin
AJR,2023,June,8,1899-12-30 20:50:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,June,8,1899-12-30 23:02:00,170858,Bang!
AJR,2023,June,8,1899-12-30 23:22:00,212783,100 Bad Days
AJR,2023,June,9,1899-12-30 03:08:00,212783,100 Bad Days
AJR,2023,June,10,1899-12-30 02:32:00,180742,World's Smallest Violin
AJR,2023,June,11,1899-12-30 03:05:00,212783,100 Bad Days
AJR,2023,June,11,1899-12-30 17:21:00,227311,I'm Ready
AJR,2023,June,16,1899-12-30 10:16:00,212373,Burn The House Down
AJR,2023,June,17,1899-12-30 14:49:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,June,17,1899-12-30 17:19:00,227311,I'm Ready
AJR,2023,June,18,1899-12-30 17:12:00,212783,100 Bad Days
AJR,2023,June,18,1899-12-30 22:59:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,June,18,1899-12-30 23:03:00,212783,100 Bad Days
AJR,2023,June,18,1899-12-30 23:04:00,69639,Burn The House Down
AJR,2023,June,18,1899-12-30 23:12:00,212783,100 Bad Days
AJR,2023,June,21,1899-12-30 01:13:00,170858,Bang!
AJR,2023,June,21,1899-12-30 10:39:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,June,23,1899-12-30 01:15:00,227311,I'm Ready
AJR,2023,June,23,1899-12-30 19:42:00,212783,100 Bad Days
AJR,2023,June,24,1899-12-30 00:37:00,88224,Bang!
AJR,2023,June,24,1899-12-30 00:55:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,June,24,1899-12-30 03:57:00,82637,Bang!
AJR,2023,June,26,1899-12-30 01:45:00,170858,Bang!
AJR,2023,June,27,1899-12-30 00:52:00,170858,Bang!
AJR,2023,June,28,1899-12-30 10:40:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,July,6,1899-12-30 21:42:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,July,9,1899-12-30 04:38:00,212373,Burn The House Down
AJR,2023,July,9,1899-12-30 07:27:00,212783,100 Bad Days
AJR,2023,July,9,1899-12-30 07:46:00,212373,Burn The House Down
AJR,2023,July,21,1899-12-30 10:55:00,180742,World's Smallest Violin
AJR,2023,July,21,1899-12-30 20:38:00,212373,Burn The House Down
AJR,2023,July,22,1899-12-30 00:53:00,212783,100 Bad Days
AJR,2023,July,22,1899-12-30 01:36:00,212373,Burn The House Down
AJR,2023,July,22,1899-12-30 04:57:00,212783,100 Bad Days
AJR,2023,July,22,1899-12-30 08:24:00,212783,100 Bad Days
AJR,2023,July,23,1899-12-30 16:55:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,July,24,1899-12-30 22:12:00,212373,Burn The House Down
AJR,2023,July,28,1899-12-30 20:51:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,July,31,1899-12-30 22:34:00,212373,Burn The House Down
AJR,2023,July,31,1899-12-30 23:07:00,180742,World's Smallest Violin
AJR,2023,August,2,1899-12-30 02:01:00,212783,100 Bad Days
AJR,2023,August,5,1899-12-30 14:40:00,1750,Sober Up (feat. Rivers Cuomo)
AJR,2023,August,5,1899-12-30 14:44:00,217028,Sober Up (feat. Rivers Cuomo)
AJR,2023,August,6,1899-12-30 02:26:00,180742,World's Smallest Violin
AJR,2023,September,2,1899-12-30 19:58:00,218763,Sober Up (feat. Rivers Cuomo)
AJR,2023,September,17,1899-12-30 00:23:00,212783,100 Bad Days
Alabama 3,2023,July,23,1899-12-30 02:51:00,251213,Monday Don’t Mean Anything To Me
Alabama 3,2023,August,12,1899-12-30 14:31:00,251213,Monday Don’t Mean Anything To Me
Alabama 3,2023,August,21,1899-12-30 21:15:00,251213,Monday Don’t Mean Anything To Me
Alabama 3,2023,September,7,1899-12-30 03:14:00,251213,Monday Don’t Mean Anything To Me
Alan Walker,2023,July,25,1899-12-30 21:23:00,212626,Faded
Alan Walker,2023,July,28,1899-12-30 05:43:00,189333,Sing Me to Sleep
Alex Leavon,2023,June,6,1899-12-30 21:04:00,217500,Running For Our Lives
Alex Leavon,2023,June,23,1899-12-30 19:18:00,217500,Running For Our Lives
Alex Leavon,2023,June,27,1899-12-30 01:02:00,217500,Running For Our Lives
Alex Leavon,2023,July,9,1899-12-30 06:22:00,217500,Running For Our Lives
Alex Leavon,2023,July,25,1899-12-30 04:02:00,217500,Running For Our Lives
Alex Leavon,2023,August,9,1899-12-30 01:25:00,217500,Running For Our Lives
Alex Skrindo,2023,July,25,1899-12-30 23:50:00,234363,Future Vibes
Alex Skrindo,2023,July,26,1899-12-30 10:35:00,204528,Jumbo
Alex Skrindo,2023,July,26,1899-12-30 10:35:00,35742,Moments
Alex Skrindo,2023,July,28,1899-12-30 03:37:00,201245,Moments
Alex Skrindo,2023,July,28,1899-12-30 05:56:00,234363,Future Vibes
Alexa Lusader,2023,July,26,1899-12-30 10:06:00,208139,Adventures
Alexa Lusader,2023,July,28,1899-12-30 04:42:00,208139,Adventures
Alice Merton,2023,June,16,1899-12-30 10:20:00,235813,No Roots
Alice Merton,2023,June,29,1899-12-30 02:39:00,235813,No Roots
Alice Merton,2023,June,29,1899-12-30 05:31:00,235813,No Roots
Alice Merton,2023,June,30,1899-12-30 01:46:00,235813,No Roots
Alice Merton,2023,June,30,1899-12-30 11:27:00,231995,No Roots
Alice Merton,2023,June,30,1899-12-30 19:02:00,3849,No Roots
Alice Merton,2023,July,1,1899-12-30 19:06:00,235813,No Roots
Alice Merton,2023,July,2,1899-12-30 15:09:00,235813,No Roots
Alice Merton,2023,July,3,1899-12-30 20:36:00,235813,No Roots
Alice Merton,2023,July,6,1899-12-30 03:11:00,235813,No Roots
Alice Merton,2023,July,7,1899-12-30 05:01:00,235813,No Roots
Alice Merton,2023,July,9,1899-12-30 02:32:00,235813,No Roots
Alice Merton,2023,July,10,1899-12-30 01:56:00,235813,No Roots
Alice Merton,2023,July,11,1899-12-30 04:59:00,235813,No Roots
Alice Merton,2023,July,12,1899-12-30 20:32:00,235813,No Roots
Alice Merton,2023,July,15,1899-12-30 19:09:00,235813,No Roots
Alice Merton,2023,July,15,1899-12-30 23:53:00,235813,No Roots
Alice Merton,2023,July,16,1899-12-30 07:03:00,235813,No Roots
Alice Merton,2023,July,16,1899-12-30 20:34:00,235813,No Roots
Alice Merton,2023,July,20,1899-12-30 04:08:00,235813,No Roots
Alice Merton,2023,July,21,1899-12-30 05:16:00,235813,No Roots
Alice Merton,2023,July,26,1899-12-30 20:29:00,235813,No Roots
Alice Merton,2023,July,29,1899-12-30 06:31:00,235813,No Roots
Alice Merton,2023,July,31,1899-12-30 03:23:00,235813,No Roots
Alice Merton,2023,August,1,1899-12-30 02:01:00,235813,No Roots
Alice Merton,2023,August,2,1899-12-30 04:12:00,235813,No Roots
Alice Merton,2023,August,5,1899-12-30 11:47:00,235813,No Roots
Alice Merton,2023,August,8,1899-12-30 00:15:00,235813,No Roots
Alice Merton,2023,August,9,1899-12-30 11:05:00,235813,No Roots
Alice Merton,2023,August,12,1899-12-30 01:53:00,235813,No Roots
Alice Merton,2023,August,19,1899-12-30 01:48:00,235813,No Roots
Alice Merton,2023,August,25,1899-12-30 05:22:00,235813,No Roots
Alice Merton,2023,August,26,1899-12-30 12:17:00,235813,No Roots
Alice Merton,2023,August,27,1899-12-30 01:42:00,235813,No Roots
Alice Merton,2023,August,27,1899-12-30 22:36:00,235813,No Roots
Alice Merton,2023,September,4,1899-12-30 08:48:00,235813,No Roots
Alice Merton,2023,September,14,1899-12-30 18:20:00,235813,No Roots
Alien Ant Farm,2023,June,5,1899-12-30 19:14:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,8,1899-12-30 01:42:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,11,1899-12-30 20:58:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,12,1899-12-30 10:23:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,14,1899-12-30 10:56:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,15,1899-12-30 03:09:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,16,1899-12-30 01:24:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,16,1899-12-30 05:43:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,17,1899-12-30 01:00:00,209266,Smooth Criminal
Alien Ant Farm,2023,June,20,1899-12-30 00:50:00,209266,Smooth Criminal
Alien Ant Farm,2023,July,8,1899-12-30 17:26:00,209266,Smooth Criminal
Alien Ant Farm,2023,July,23,1899-12-30 04:14:00,195706,Movies
Alien Ant Farm,2023,July,24,1899-12-30 00:07:00,209266,Smooth Criminal
Alien Ant Farm,2023,August,6,1899-12-30 03:00:00,209266,Smooth Criminal
Alien Ant Farm,2023,August,21,1899-12-30 10:33:00,209266,Smooth Criminal
Alien Ant Farm,2023,September,4,1899-12-30 21:36:00,209266,Smooth Criminal
Alien Ant Farm,2023,September,7,1899-12-30 07:23:00,209266,Smooth Criminal
Alien Ant Farm,2023,September,7,1899-12-30 15:13:00,209266,Smooth Criminal
Alien Ant Farm,2023,September,7,1899-12-30 22:43:00,209266,Smooth Criminal
Alien Ant Farm,2023,September,15,1899-12-30 22:06:00,209266,Smooth Criminal
All Time Low,2023,June,24,1899-12-30 18:11:00,182826,"Dear Maria, Count Me In"
All Time Low,2023,June,24,1899-12-30 19:32:00,174067,Monsters (feat. blackbear)
All Time Low,2023,June,24,1899-12-30 21:10:00,198000,Weightless
All Time Low,2023,June,24,1899-12-30 21:32:00,216689,Kids In The Dark
All Time Low,2023,July,19,1899-12-30 20:57:00,189418,Something's Gotta Give
All Time Low,2023,July,20,1899-12-30 00:33:00,16642,Weightless
All Time Low,2023,July,20,1899-12-30 20:41:00,174067,Monsters (feat. blackbear)
American Authors,2023,June,6,1899-12-30 10:49:00,178560,What We Live For
American Authors,2023,June,6,1899-12-30 11:25:00,194240,Best Day Of My Life
American Authors,2023,June,6,1899-12-30 20:53:00,206920,I'm Born To Run
American Authors,2023,June,7,1899-12-30 00:28:00,169026,Go Big Or Go Home
American Authors,2023,June,7,1899-12-30 01:17:00,220693,Luck
American Authors,2023,June,11,1899-12-30 17:00:00,183893,Believer
American Authors,2023,June,16,1899-12-30 17:16:00,206920,I'm Born To Run
American Authors,2023,June,17,1899-12-30 13:16:00,180213,Pocket Full Of Gold
American Authors,2023,June,17,1899-12-30 14:33:00,178560,What We Live For
American Authors,2023,June,17,1899-12-30 14:57:00,201466,Bring It On Home
American Authors,2023,June,17,1899-12-30 15:23:00,206920,I'm Born To Run
American Authors,2023,June,17,1899-12-30 16:53:00,194240,Best Day Of My Life
American Authors,2023,June,17,1899-12-30 17:28:00,196656,Do My Own Thing
American Authors,2023,June,17,1899-12-30 19:41:00,220693,Luck
American Authors,2023,June,17,1899-12-30 23:58:00,180213,Pocket Full Of Gold
American Authors,2023,June,18,1899-12-30 01:43:00,178560,What We Live For
American Authors,2023,June,18,1899-12-30 23:18:00,180213,Pocket Full Of Gold
American Authors,2023,June,18,1899-12-30 23:45:00,206920,I'm Born To Run
American Authors,2023,June,19,1899-12-30 00:12:00,220693,Luck
American Authors,2023,June,19,1899-12-30 00:36:00,194240,Best Day Of My Life
American Authors,2023,June,20,1899-12-30 21:35:00,2720,Luck
American Authors,2023,June,20,1899-12-30 22:23:00,217986,Luck
American Authors,2023,June,21,1899-12-30 01:38:00,206920,I'm Born To Run
American Authors,2023,June,21,1899-12-30 10:31:00,183893,Believer
American Authors,2023,June,21,1899-12-30 10:35:00,180213,Pocket Full Of Gold
American Authors,2023,June,21,1899-12-30 22:05:00,76620,What We Live For
American Authors,2023,June,22,1899-12-30 01:45:00,33834,What We Live For
American Authors,2023,June,22,1899-12-30 10:45:00,180213,Pocket Full Of Gold
American Authors,2023,June,22,1899-12-30 19:59:00,169026,Go Big Or Go Home
American Authors,2023,June,22,1899-12-30 20:03:00,206920,I'm Born To Run
American Authors,2023,June,23,1899-12-30 01:20:00,178560,What We Live For
American Authors,2023,June,23,1899-12-30 10:09:00,194240,Best Day Of My Life
American Authors,2023,June,25,1899-12-30 02:41:00,183893,Believer
American Authors,2023,June,25,1899-12-30 03:16:00,206920,I'm Born To Run
American Authors,2023,June,26,1899-12-30 10:48:00,180213,Pocket Full Of Gold
American Authors,2023,June,26,1899-12-30 19:43:00,196656,Do My Own Thing
American Authors,2023,June,26,1899-12-30 22:02:00,206920,I'm Born To Run
American Authors,2023,June,26,1899-12-30 22:20:00,183893,Believer
American Authors,2023,June,27,1899-12-30 01:30:00,180213,Pocket Full Of Gold
American Authors,2023,June,27,1899-12-30 01:53:00,196656,Do My Own Thing
American Authors,2023,June,27,1899-12-30 10:36:00,169026,Go Big Or Go Home
American Authors,2023,June,27,1899-12-30 19:50:00,220693,Luck
American Authors,2023,June,27,1899-12-30 20:46:00,196656,Do My Own Thing
American Authors,2023,July,6,1899-12-30 20:11:00,180213,Pocket Full Of Gold
American Authors,2023,July,9,1899-12-30 04:31:00,169026,Go Big Or Go Home
American Authors,2023,July,9,1899-12-30 04:58:00,206920,I'm Born To Run
American Authors,2023,July,9,1899-12-30 05:35:00,178560,What We Live For
American Authors,2023,July,9,1899-12-30 06:06:00,194240,Best Day Of My Life
American Authors,2023,July,9,1899-12-30 07:14:00,183893,Believer
American Authors,2023,July,9,1899-12-30 07:39:00,169026,Go Big Or Go Home
American Authors,2023,July,9,1899-12-30 08:08:00,206920,I'm Born To Run
American Authors,2023,July,9,1899-12-30 08:46:00,178560,What We Live For
American Authors,2023,July,17,1899-12-30 20:58:00,206920,I'm Born To Run
American Authors,2023,July,17,1899-12-30 21:01:00,169026,Go Big Or Go Home
American Authors,2023,July,19,1899-12-30 10:50:00,178560,What We Live For
American Authors,2023,July,19,1899-12-30 11:00:00,206920,I'm Born To Run
American Authors,2023,July,19,1899-12-30 11:02:00,169026,Go Big Or Go Home
American Authors,2023,July,21,1899-12-30 19:45:00,183893,Believer
American Authors,2023,July,21,1899-12-30 19:48:00,196656,Do My Own Thing
American Authors,2023,July,21,1899-12-30 20:03:00,180213,Pocket Full Of Gold
American Authors,2023,July,22,1899-12-30 00:11:00,183893,Believer
American Authors,2023,July,22,1899-12-30 01:13:00,196656,Do My Own Thing
American Authors,2023,July,22,1899-12-30 01:17:00,220693,Luck
American Authors,2023,July,22,1899-12-30 01:39:00,180213,Pocket Full Of Gold
American Authors,2023,July,22,1899-12-30 01:57:00,201466,Bring It On Home
American Authors,2023,July,22,1899-12-30 02:48:00,170124,Best Day Of My Life
American Authors,2023,July,22,1899-12-30 05:14:00,194240,Best Day Of My Life
American Authors,2023,July,22,1899-12-30 05:25:00,24053,Best Day Of My Life
American Authors,2023,July,22,1899-12-30 05:42:00,183893,Believer
American Authors,2023,July,22,1899-12-30 23:27:00,196656,Do My Own Thing
American Authors,2023,July,22,1899-12-30 23:34:00,220693,Luck
American Authors,2023,July,23,1899-12-30 13:53:00,180213,Pocket Full Of Gold
American Authors,2023,July,23,1899-12-30 15:00:00,169026,Go Big Or Go Home
American Authors,2023,July,24,1899-12-30 01:47:00,196656,Do My Own Thing
American Authors,2023,July,24,1899-12-30 02:15:00,169026,Go Big Or Go Home
American Authors,2023,July,24,1899-12-30 02:45:00,178560,What We Live For
American Authors,2023,July,24,1899-12-30 03:17:00,180213,Pocket Full Of Gold
