danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,neg,neu,pos
0.787,0.454,10,-5.68,0,0.0301,0.111,0.000481,0.0998,0.425,80.009,181507,4,,,
0.787,0.454,10,-5.68,0,0.0301,0.111,0.000481,0.0998,0.425,80.009,181507,4,,,
0.722,0.586,8,-10.339,1,0.0766,0.0166,0.331,0.396,0.594,154.012,224353,4,,,
0.722,0.586,8,-10.339,1,0.0766,0.0166,0.331,0.396,0.594,154.012,224353,4,,,
0.915,0.54,7,-6.578,1,0.0661,0.445,3.63e-05,0.11,0.111,100.039,183159,4,0.111,0.733,0.155
0.915,0.54,7,-6.578,1,0.0661,0.445,3.63e-05,0.11,0.111,100.039,183159,4,0.111,0.733,0.155
0.685,0.61,2,-9.294,1,0.487,0.235,0.0,0.164,0.777,127.932,213333,4,,,
0.685,0.61,2,-9.294,1,0.487,0.235,0.0,0.164,0.777,127.932,213333,4,,,
0.655,0.739,10,-6.872,0,0.351,0.911,0.0,0.13,0.774,80.538,72298,4,,,
0.655,0.739,10,-6.872,0,0.351,0.911,0.0,0.13,0.774,80.538,72298,4,,,
0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571,4,,,
0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571,4,,,
0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,0.135,0.628,0.237
0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,0.135,0.628,0.237
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,,,
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,,,
0.303,0.662,1,-6.799,1,0.211,0.145,2.88e-05,0.0916,0.486,171.509,218438,5,,,
0.303,0.662,1,-6.799,1,0.211,0.145,2.88e-05,0.0916,0.486,171.509,218438,5,,,
0.447,0.497,7,-9.913,1,0.031,0.00181,0.000559,0.118,0.418,140.076,266098,4,,,
0.447,0.497,7,-9.913,1,0.031,0.00181,0.000559,0.118,0.418,140.076,266098,4,,,
0.558,0.827,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,205984,4,,,
0.558,0.827,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,205984,4,,,
0.639,0.778,2,-6.004,1,0.194,0.108,1.12e-06,0.108,0.808,128.014,236160,4,0.042,0.792,0.166
0.639,0.778,2,-6.004,1,0.194,0.108,1.12e-06,0.108,0.808,128.014,236160,4,0.042,0.792,0.166
0.622,0.446,9,-9.647,0,0.22,0.318,0.0135,0.0904,0.168,68.85,215045,4,,,
0.622,0.446,9,-9.647,0,0.22,0.318,0.0135,0.0904,0.168,68.85,215045,4,,,
0.523,0.687,4,-5.066,1,0.375,0.62,0.0,0.139,0.562,78.509,215667,4,,,
0.523,0.687,4,-5.066,1,0.375,0.62,0.0,0.139,0.562,78.509,215667,4,,,
0.72,0.53,5,-7.19,0,0.245,0.00366,0.000171,0.126,0.161,97.994,237758,3,,,
0.72,0.53,5,-7.19,0,0.245,0.00366,0.000171,0.126,0.161,97.994,237758,3,,,
0.939,0.724,5,-7.487,0,0.142,0.0342,7.08e-05,0.595,0.814,125.036,175440,4,,,
0.939,0.724,5,-7.487,0,0.142,0.0342,7.08e-05,0.595,0.814,125.036,175440,4,,,
0.623,0.471,7,-6.245,1,0.0315,0.365,0.00343,0.117,0.393,110.027,206406,4,0.074,0.917,0.009
0.623,0.471,7,-6.245,1,0.0315,0.365,0.00343,0.117,0.393,110.027,206406,4,0.074,0.917,0.009
0.313,0.478,2,-8.497,1,0.0384,0.822,8.33e-06,0.144,0.427,71.074,211013,4,,,
0.313,0.478,2,-8.497,1,0.0384,0.822,8.33e-06,0.144,0.427,71.074,211013,4,,,
0.743,0.624,6,-7.403,0,0.0484,0.335,0.0,0.469,0.713,126.056,276960,4,0.018,0.876,0.107
0.743,0.624,6,-7.403,0,0.0484,0.335,0.0,0.469,0.713,126.056,276960,4,0.018,0.876,0.107
0.679,0.513,0,-10.326,1,0.0764,0.153,0.082,0.102,0.622,75.969,214554,4,0.076,0.78,0.145
0.679,0.513,0,-10.326,1,0.0764,0.153,0.082,0.102,0.622,75.969,214554,4,0.076,0.78,0.145
0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,4,0.071,0.72,0.209
0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,4,0.071,0.72,0.209
0.46,0.593,8,-7.393,1,0.0363,0.0157,0.000243,0.159,0.0999,104.932,183276,4,0.0,0.618,0.382
0.46,0.593,8,-7.393,1,0.0363,0.0157,0.000243,0.159,0.0999,104.932,183276,4,0.0,0.618,0.382
0.675,0.595,7,-7.033,1,0.284,0.168,3.36e-06,0.136,0.491,185.998,230453,4,0.152,0.779,0.068
0.675,0.595,7,-7.033,1,0.284,0.168,3.36e-06,0.136,0.491,185.998,230453,4,0.152,0.779,0.068
0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613,4,0.087,0.778,0.135
0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613,4,0.087,0.778,0.135
0.881,0.889,11,-5.401,1,0.0944,0.0423,1.32e-06,0.108,0.492,106.054,237733,4,0.105,0.848,0.047
0.881,0.889,11,-5.401,1,0.0944,0.0423,1.32e-06,0.108,0.492,106.054,237733,4,0.105,0.848,0.047
0.658,0.499,6,-8.906,1,0.116,0.161,0.0,0.118,0.633,109.893,204290,5,,,
0.658,0.499,6,-8.906,1,0.116,0.161,0.0,0.118,0.633,109.893,204290,5,,,
0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,138960,4,,,
0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,138960,4,,,
0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,,,
0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,,,
0.59,0.354,4,-9.498,1,0.285,0.74,0.0,0.0735,0.26,136.675,182145,4,,,
0.59,0.354,4,-9.498,1,0.285,0.74,0.0,0.0735,0.26,136.675,182145,4,,,
0.753,0.524,7,-11.181,1,0.0697,0.00748,0.425,0.494,0.47,115.977,196365,4,,,
0.753,0.524,7,-11.181,1,0.0697,0.00748,0.425,0.494,0.47,115.977,196365,4,,,
0.729,0.432,11,-7.283,0,0.0614,0.374,2.53e-05,0.083,0.623,60.05,195120,4,,,
0.729,0.432,11,-7.283,0,0.0614,0.374,2.53e-05,0.083,0.623,60.05,195120,4,,,
0.559,0.71,11,-6.56,1,0.5,0.76,0.0,0.104,0.533,140.595,240769,4,,,
0.559,0.71,11,-6.56,1,0.5,0.76,0.0,0.104,0.533,140.595,240769,4,,,
0.581,0.467,1,-9.912,1,0.416,0.767,0.0,0.108,0.735,139.493,207981,4,,,
0.581,0.467,1,-9.912,1,0.416,0.767,0.0,0.108,0.735,139.493,207981,4,,,
0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,,,
0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,,,
0.658,0.499,6,-8.906,1,0.116,0.161,0.0,0.118,0.633,109.893,204290,5,,,
0.658,0.499,6,-8.906,1,0.116,0.161,0.0,0.118,0.633,109.893,204290,5,,,
0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,138960,4,,,
0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,138960,4,,,
0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613,4,0.087,0.778,0.135
0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613,4,0.087,0.778,0.135
0.675,0.595,7,-7.033,1,0.284,0.168,3.36e-06,0.136,0.491,185.998,230453,4,0.152,0.779,0.068
0.675,0.595,7,-7.033,1,0.284,0.168,3.36e-06,0.136,0.491,185.998,230453,4,0.152,0.779,0.068
0.939,0.724,5,-7.487,0,0.142,0.0342,7.08e-05,0.595,0.814,125.036,175440,4,,,
0.939,0.724,5,-7.487,0,0.142,0.0342,7.08e-05,0.595,0.814,125.036,175440,4,,,
0.732,0.504,4,-10.276,0,0.072,0.0158,0.031,0.166,0.477,130.084,201446,4,,,
0.732,0.504,4,-10.276,0,0.072,0.0158,0.031,0.166,0.477,130.084,201446,4,,,
0.654,0.605,2,-9.031,1,0.136,0.377,0.0,0.0891,0.457,90.016,233227,4,,,
0.654,0.605,2,-9.031,1,0.136,0.377,0.0,0.0891,0.457,90.016,233227,4,,,
0.703,0.331,8,-9.72,1,0.514,0.445,0.0,0.322,0.18,80.118,259339,4,,,
0.703,0.331,8,-9.72,1,0.514,0.445,0.0,0.322,0.18,80.118,259339,4,,,
0.581,0.407,7,-9.451,0,0.0379,0.643,1.49e-06,0.139,0.292,94.935,224842,4,,,
0.581,0.407,7,-9.451,0,0.0379,0.643,1.49e-06,0.139,0.292,94.935,224842,4,,,
0.658,0.444,10,-12.058,0,0.222,0.561,0.0,0.244,0.705,149.83,168229,4,,,
0.658,0.444,10,-12.058,0,0.222,0.561,0.0,0.244,0.705,149.83,168229,4,,,
0.639,0.778,2,-6.004,1,0.194,0.108,1.12e-06,0.108,0.808,128.014,236160,4,0.042,0.792,0.166
0.639,0.778,2,-6.004,1,0.194,0.108,1.12e-06,0.108,0.808,128.014,236160,4,0.042,0.792,0.166
0.881,0.889,11,-5.401,1,0.0944,0.0423,1.32e-06,0.108,0.492,106.054,237733,4,0.105,0.848,0.047
0.881,0.889,11,-5.401,1,0.0944,0.0423,1.32e-06,0.108,0.492,106.054,237733,4,0.105,0.848,0.047
0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,234040,4,0.026,0.774,0.2
0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,234040,4,0.026,0.774,0.2
0.706,0.568,11,-9.797,0,0.0596,0.063,0.00138,0.119,0.554,134.014,249269,4,0.007,0.872,0.121
0.706,0.568,11,-9.797,0,0.0596,0.063,0.00138,0.119,0.554,134.014,249269,4,0.007,0.872,0.121
0.807,0.513,7,-7.752,0,0.0513,0.736,0.0,0.114,0.744,129.951,193518,4,,,
0.807,0.513,7,-7.752,0,0.0513,0.736,0.0,0.114,0.744,129.951,193518,4,,,
0.721,0.77,2,-6.451,0,0.0608,0.338,6.39e-06,0.0824,0.72,89.995,231468,4,,,
0.721,0.77,2,-6.451,0,0.0608,0.338,6.39e-06,0.0824,0.72,89.995,231468,4,,,
0.413,0.262,4,-12.307,0,0.0434,0.419,1.1e-06,0.228,0.238,120.479,217000,4,,,
0.413,0.262,4,-12.307,0,0.0434,0.419,1.1e-06,0.228,0.238,120.479,217000,4,,,
0.706,0.568,11,-9.797,0,0.0596,0.063,0.00138,0.119,0.554,134.014,249269,4,0.007,0.872,0.121
0.706,0.568,11,-9.797,0,0.0596,0.063,0.00138,0.119,0.554,134.014,249269,4,0.007,0.872,0.121
0.899,0.348,8,-9.672,0,0.15,0.134,0.0,0.0791,0.675,110.683,188000,4,,,
0.899,0.348,8,-9.672,0,0.15,0.134,0.0,0.0791,0.675,110.683,188000,4,,,
0.693,0.632,0,-7.578,1,0.338,0.697,1.16e-06,0.0627,0.799,176.218,305478,4,,,
0.693,0.632,0,-7.578,1,0.338,0.697,1.16e-06,0.0627,0.799,176.218,305478,4,,,
0.729,0.432,11,-7.283,0,0.0614,0.374,2.53e-05,0.083,0.623,60.05,195120,4,,,
0.729,0.432,11,-7.283,0,0.0614,0.374,2.53e-05,0.083,0.623,60.05,195120,4,,,
0.431,0.669,2,-10.065,1,0.035,0.0252,0.0433,0.117,0.855,203.906,172941,4,,,
0.431,0.669,2,-10.065,1,0.035,0.0252,0.0433,0.117,0.855,203.906,172941,4,,,
0.561,0.707,0,-7.774,1,0.0367,0.0788,0.00916,0.226,0.422,132.048,241530,4,,,
0.561,0.707,0,-7.774,1,0.0367,0.0788,0.00916,0.226,0.422,132.048,241530,4,,,
0.422,0.812,9,-7.025,0,0.176,0.446,0.000269,0.373,0.657,118.003,180638,4,,,
0.422,0.812,9,-7.025,0,0.176,0.446,0.000269,0.373,0.657,118.003,180638,4,,,
0.72,0.569,0,-6.044,1,0.0701,0.53,0.0,0.0657,0.573,150.064,232707,4,0.028,0.828,0.144
0.72,0.569,0,-6.044,1,0.0701,0.53,0.0,0.0657,0.573,150.064,232707,4,0.028,0.828,0.144
0.863,0.508,2,-11.392,1,0.127,0.0205,0.832,0.313,0.687,128.117,285241,4,,,
0.863,0.508,2,-11.392,1,0.127,0.0205,0.832,0.313,0.687,128.117,285241,4,,,
0.772,0.697,10,-9.168,0,0.0633,0.302,0.0,0.162,0.846,92.987,240617,4,,,
0.772,0.697,10,-9.168,0,0.0633,0.302,0.0,0.162,0.846,92.987,240617,4,,,
0.581,0.54,8,-10.955,0,0.0502,0.227,0.114,0.107,0.0917,85.015,290824,4,,,
0.581,0.54,8,-10.955,0,0.0502,0.227,0.114,0.107,0.0917,85.015,290824,4,,,
0.978,0.382,9,-5.079,1,0.164,0.0707,0.000483,0.0968,0.803,120.045,151500,4,,,
0.978,0.382,9,-5.079,1,0.164,0.0707,0.000483,0.0968,0.803,120.045,151500,4,,,
0.673,0.73,9,-5.137,0,0.203,0.0607,0.0374,0.149,0.727,92.179,107611,4,,,
0.673,0.73,9,-5.137,0,0.203,0.0607,0.0374,0.149,0.727,92.179,107611,4,,,
0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4,0.041,0.911,0.048
0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4,0.041,0.911,0.048
0.786,0.327,0,-13.869,1,0.384,0.775,0.00113,0.162,0.458,116.897,164103,4,,,
0.786,0.327,0,-13.869,1,0.384,0.775,0.00113,0.162,0.458,116.897,164103,4,,,
0.509,0.59,7,-6.523,1,0.114,0.757,0.0,0.152,0.443,160.25,234023,3,,,
0.509,0.59,7,-6.523,1,0.114,0.757,0.0,0.152,0.443,160.25,234023,3,,,
0.52,0.53,0,-8.186,1,0.108,0.407,0.0,0.673,0.509,109.864,187636,4,,,
0.52,0.53,0,-8.186,1,0.108,0.407,0.0,0.673,0.509,109.864,187636,4,,,
0.654,0.512,4,-9.882,1,0.0357,0.534,4.22e-06,0.214,0.5,112.037,174750,4,,,
0.654,0.512,4,-9.882,1,0.0357,0.534,4.22e-06,0.214,0.5,112.037,174750,4,,,
0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,210240,3,0.083,0.884,0.033
0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,210240,3,0.083,0.884,0.033
0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231,4,,,
0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231,4,,,
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4,,,
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4,,,
0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,,,
0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,,,
0.6,0.819,7,-6.377,1,0.224,0.119,0.136,0.118,0.703,79.458,254049,4,,,
0.6,0.819,7,-6.377,1,0.224,0.119,0.136,0.118,0.703,79.458,254049,4,,,
0.68,0.747,4,-6.056,0,0.091,0.353,0.0,0.138,0.331,113.933,218947,4,,,
0.68,0.747,4,-6.056,0,0.091,0.353,0.0,0.138,0.331,113.933,218947,4,,,
0.456,0.135,0,-14.595,0,0.037,0.906,0.226,0.0998,0.287,128.282,292828,4,,,
0.456,0.135,0,-14.595,0,0.037,0.906,0.226,0.0998,0.287,128.282,292828,4,,,
0.511,0.891,4,-4.44,1,0.095,0.0124,0.0,0.0912,0.536,158.99,298520,4,,,
0.511,0.891,4,-4.44,1,0.095,0.0124,0.0,0.0912,0.536,158.99,298520,4,,,
0.505,0.458,7,-7.87,1,0.0392,0.217,0.0,0.116,0.17,123.922,301773,4,,,
0.505,0.458,7,-7.87,1,0.0392,0.217,0.0,0.116,0.17,123.922,301773,4,,,
0.405,0.505,5,-7.75,1,0.0458,0.592,0.0,0.121,0.318,164.971,262600,4,,,
0.405,0.505,5,-7.75,1,0.0458,0.592,0.0,0.121,0.318,164.971,262600,4,,,
0.81,0.389,1,-8.62,0,0.0451,0.845,0.858,0.343,0.124,119.984,280569,4,,,
0.81,0.389,1,-8.62,0,0.0451,0.845,0.858,0.343,0.124,119.984,280569,4,,,
0.783,0.479,0,-13.177,1,0.0528,0.687,0.385,0.0876,0.316,95.99,239975,4,,,
0.783,0.479,0,-13.177,1,0.0528,0.687,0.385,0.0876,0.316,95.99,239975,4,,,
0.226,0.491,9,-7.978,1,0.0304,0.0279,0.00634,0.0587,0.297,90.448,243000,4,,,
0.226,0.491,9,-7.978,1,0.0304,0.0279,0.00634,0.0587,0.297,90.448,243000,4,,,
0.361,0.595,11,-10.566,1,0.0342,0.347,0.000756,0.25,0.359,157.949,154224,4,,,
0.361,0.595,11,-10.566,1,0.0342,0.347,0.000756,0.25,0.359,157.949,154224,4,,,
0.657,0.732,4,-5.961,1,0.0402,0.144,0.00112,0.241,0.844,125.99,145238,5,,,
0.657,0.732,4,-5.961,1,0.0402,0.144,0.00112,0.241,0.844,125.99,145238,5,,,
0.692,0.617,7,-8.191,1,0.0343,0.29,0.000243,0.0762,0.709,125.983,180000,4,,,
0.692,0.617,7,-8.191,1,0.0343,0.29,0.000243,0.0762,0.709,125.983,180000,4,,,
0.76,0.544,0,-10.184,1,0.0323,0.00517,0.0151,0.176,0.919,107.976,168281,4,,,
0.76,0.544,0,-10.184,1,0.0323,0.00517,0.0151,0.176,0.919,107.976,168281,4,,,
0.548,0.608,6,-8.953,1,0.0765,0.362,0.0,0.183,0.359,147.766,263802,4,,,
0.548,0.608,6,-8.953,1,0.0765,0.362,0.0,0.183,0.359,147.766,263802,4,,,
0.715,0.719,5,-5.678,0,0.105,0.724,0.0,0.169,0.6,137.988,184000,4,,,
0.715,0.719,5,-5.678,0,0.105,0.724,0.0,0.169,0.6,137.988,184000,4,,,
0.837,0.563,5,-8.854,0,0.0447,0.525,0.00164,0.109,0.54,115.381,185725,4,,,
0.837,0.563,5,-8.854,0,0.0447,0.525,0.00164,0.109,0.54,115.381,185725,4,,,
0.603,0.427,6,-10.792,0,0.493,0.157,0.0,0.105,0.739,175.693,178034,4,,,
0.603,0.427,6,-10.792,0,0.493,0.157,0.0,0.105,0.739,175.693,178034,4,,,
0.617,0.675,9,-4.898,1,0.0241,0.619,0.884,0.38,0.335,110.066,196441,4,,,
0.617,0.675,9,-4.898,1,0.0241,0.619,0.884,0.38,0.335,110.066,196441,4,,,
0.528,0.804,0,-4.563,1,0.116,0.555,9.29e-06,0.154,0.675,142.698,128351,4,,,
0.528,0.804,0,-4.563,1,0.116,0.555,9.29e-06,0.154,0.675,142.698,128351,4,,,
0.708,0.732,2,-7.569,1,0.0761,0.0845,0.0554,0.152,0.486,94.998,156968,4,,,
0.708,0.732,2,-7.569,1,0.0761,0.0845,0.0554,0.152,0.486,94.998,156968,4,,,
0.65,0.639,7,-8.348,1,0.512,0.737,0.0,0.294,0.789,83.148,120346,4,,,
0.65,0.639,7,-8.348,1,0.512,0.737,0.0,0.294,0.789,83.148,120346,4,,,
0.792,0.601,11,-7.589,0,0.311,0.336,0.0,0.0964,0.496,100.04,62400,4,,,
0.792,0.601,11,-7.589,0,0.311,0.336,0.0,0.0964,0.496,100.04,62400,4,,,
0.691,0.798,1,-5.836,1,0.375,0.122,0.0,0.155,0.699,87.166,99962,4,,,
0.691,0.798,1,-5.836,1,0.375,0.122,0.0,0.155,0.699,87.166,99962,4,,,
0.658,0.629,5,-7.837,1,0.0276,0.885,0.909,0.152,0.625,132.986,115566,4,,,
0.658,0.629,5,-7.837,1,0.0276,0.885,0.909,0.152,0.625,132.986,115566,4,,,
0.611,0.871,11,-3.739,1,0.028,0.725,0.846,0.232,0.245,129.045,241859,4,,,
0.611,0.871,11,-3.739,1,0.028,0.725,0.846,0.232,0.245,129.045,241859,4,,,
0.464,0.378,2,-11.354,0,0.143,0.416,0.0917,0.0966,0.037,164.486,176804,5,0.109,0.688,0.203
0.464,0.378,2,-11.354,0,0.143,0.416,0.0917,0.0966,0.037,164.486,176804,5,0.109,0.688,0.203
0.562,0.752,0,-5.034,0,0.299,0.757,1.31e-05,0.213,0.781,79.612,161447,4,,,
0.562,0.752,0,-5.034,0,0.299,0.757,1.31e-05,0.213,0.781,79.612,161447,4,,,
0.35,0.48,10,-8.74,1,0.0822,0.758,0.525,0.151,0.741,119.188,243069,4,,,
0.35,0.48,10,-8.74,1,0.0822,0.758,0.525,0.151,0.741,119.188,243069,4,,,
0.375,0.474,8,-7.856,0,0.0308,0.736,9.75e-05,0.287,0.392,101.976,282671,4,,,
0.375,0.474,8,-7.856,0,0.0308,0.736,9.75e-05,0.287,0.392,101.976,282671,4,,,
0.741,0.5,10,-8.975,1,0.0453,0.778,0.646,0.113,0.0468,90.001,195567,4,,,
0.741,0.5,10,-8.975,1,0.0453,0.778,0.646,0.113,0.0468,90.001,195567,4,,,
0.659,0.716,2,-4.979,1,0.115,0.0166,1.12e-05,0.331,0.207,139.995,223493,4,,,
0.659,0.716,2,-4.979,1,0.115,0.0166,1.12e-05,0.331,0.207,139.995,223493,4,,,
0.768,0.372,4,-8.549,0,0.125,0.103,0.0324,0.139,0.268,148.529,190984,4,,,
0.768,0.372,4,-8.549,0,0.125,0.103,0.0324,0.139,0.268,148.529,190984,4,,,
0.728,0.461,6,-11.276,0,0.0366,0.00438,0.0809,0.138,0.434,134.0,215513,4,,,
0.728,0.461,6,-11.276,0,0.0366,0.00438,0.0809,0.138,0.434,134.0,215513,4,,,
0.396,0.138,7,-14.484,0,0.0326,0.954,0.772,0.162,0.106,70.208,286600,4,,,
0.396,0.138,7,-14.484,0,0.0326,0.954,0.772,0.162,0.106,70.208,286600,4,,,
0.352,0.0351,1,-22.254,1,0.0347,0.975,0.607,0.193,0.21,56.16,323600,4,,,
0.352,0.0351,1,-22.254,1,0.0347,0.975,0.607,0.193,0.21,56.16,323600,4,,,
0.892,0.559,11,-7.276,0,0.227,0.0246,4.3e-06,0.133,0.698,141.923,136901,4,,,
0.892,0.559,11,-7.276,0,0.227,0.0246,4.3e-06,0.133,0.698,141.923,136901,4,,,
0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949,115000,4,,,
0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949,115000,4,,,
0.793,0.315,1,-7.457,1,0.0825,0.143,0.0142,0.113,0.541,118.824,171371,4,,,
0.793,0.315,1,-7.457,1,0.0825,0.143,0.0142,0.113,0.541,118.824,171371,4,,,
0.209,0.0204,5,-30.566,1,0.0485,0.979,0.397,0.111,0.0386,100.381,434027,4,,,
0.209,0.0204,5,-30.566,1,0.0485,0.979,0.397,0.111,0.0386,100.381,434027,4,,,
0.387,0.101,5,-21.699,0,0.0349,0.993,0.863,0.106,0.061,67.645,211438,3,,,
0.387,0.101,5,-21.699,0,0.0349,0.993,0.863,0.106,0.061,67.645,211438,3,,,
0.169,0.0496,1,-26.317,1,0.0408,0.987,0.921,0.0913,0.0372,89.143,319320,4,,,
0.169,0.0496,1,-26.317,1,0.0408,0.987,0.921,0.0913,0.0372,89.143,319320,4,,,
0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,180846,4,,,
0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,180846,4,,,
0.576,0.283,2,-13.004,1,0.039,0.897,0.892,0.0841,0.252,119.277,208452,4,,,
0.576,0.283,2,-13.004,1,0.039,0.897,0.892,0.0841,0.252,119.277,208452,4,,,
0.582,0.676,10,-8.502,0,0.0784,0.0388,0.0,0.0807,0.579,95.994,207500,4,,,
0.582,0.676,10,-8.502,0,0.0784,0.0388,0.0,0.0807,0.579,95.994,207500,4,,,
0.833,0.267,1,-12.891,0,0.142,0.0762,0.542,0.549,0.262,77.499,201290,4,,,
0.833,0.267,1,-12.891,0,0.142,0.0762,0.542,0.549,0.262,77.499,201290,4,,,
0.711,0.662,10,-5.947,0,0.175,0.42,0.0,0.0723,0.755,130.037,181510,4,,,
0.711,0.662,10,-5.947,0,0.175,0.42,0.0,0.0723,0.755,130.037,181510,4,,,
0.599,0.655,11,-7.563,0,0.0802,0.32,2.53e-05,0.318,0.536,135.888,315209,4,,,
0.599,0.655,11,-7.563,0,0.0802,0.32,2.53e-05,0.318,0.536,135.888,315209,4,,,
0.741,0.722,10,-7.752,1,0.32,0.205,0.000232,0.109,0.165,132.915,223903,4,,,
0.741,0.722,10,-7.752,1,0.32,0.205,0.000232,0.109,0.165,132.915,223903,4,,,
0.677,0.707,1,-7.769,0,0.0635,0.125,0.104,0.0986,0.241,82.504,262474,4,0.045,0.758,0.196
0.677,0.707,1,-7.769,0,0.0635,0.125,0.104,0.0986,0.241,82.504,262474,4,0.045,0.758,0.196
0.511,0.794,1,-3.854,0,0.268,0.246,0.0,0.161,0.625,119.791,164165,5,,,
0.511,0.794,1,-3.854,0,0.268,0.246,0.0,0.161,0.625,119.791,164165,5,,,
0.641,0.626,5,-7.286,1,0.029,0.334,0.632,0.169,0.444,95.994,267337,4,,,
0.641,0.626,5,-7.286,1,0.029,0.334,0.632,0.169,0.444,95.994,267337,4,,,
0.708,0.734,11,-8.619,0,0.0951,0.0401,0.000327,0.124,0.425,114.952,149507,4,,,
0.708,0.734,11,-8.619,0,0.0951,0.0401,0.000327,0.124,0.425,114.952,149507,4,,,
0.432,0.419,5,-9.831,1,0.0462,0.0118,6.02e-06,0.109,0.121,125.987,180279,4,,,
0.432,0.419,5,-9.831,1,0.0462,0.0118,6.02e-06,0.109,0.121,125.987,180279,4,,,
0.786,0.515,11,-11.311,0,0.041,8.75e-05,0.799,0.109,0.112,110.007,233617,4,,,
0.786,0.515,11,-11.311,0,0.041,8.75e-05,0.799,0.109,0.112,110.007,233617,4,,,
0.374,0.082,1,-11.402,0,0.0412,0.612,0.202,0.111,0.037,91.428,247731,1,,,
0.374,0.082,1,-11.402,0,0.0412,0.612,0.202,0.111,0.037,91.428,247731,1,,,
0.642,0.262,6,-13.476,0,0.0743,0.184,0.00472,0.197,0.185,93.496,257724,4,,,
0.642,0.262,6,-13.476,0,0.0743,0.184,0.00472,0.197,0.185,93.496,257724,4,,,
0.662,0.41,1,-9.169,0,0.0678,0.552,1.14e-05,0.185,0.332,147.918,333250,4,0.015,0.9,0.085
0.662,0.41,1,-9.169,0,0.0678,0.552,1.14e-05,0.185,0.332,147.918,333250,4,0.015,0.9,0.085
0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,0.074,0.806,0.121
0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,0.074,0.806,0.121
0.821,0.319,8,-12.288,1,0.751,0.256,0.0,0.0333,0.455,102.845,169280,4,,,
0.821,0.319,8,-12.288,1,0.751,0.256,0.0,0.0333,0.455,102.845,169280,4,,,
