track_id,playlist_id,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,neg,neu,pos,compound
67sypabMU2RWSINGPRT5mV,07zqCIPCroFMKSajvERGvE,8/2/2022,0.559,0.589,6,-7.27,1,0.0297,0.149,1.20E-05,0.328,0.869,86.543,67sypabMU2RWSINGPRT5mV,170273,3,0.09,0.646,0.265,0.9952
0rMGFZarxz3rnyt68cHfm6,07zqCIPCroFMKSajvERGvE,8/7/2022,0.43,0.0772,0,-11.7,1,0.0309,0.928,0.000287,0.112,0.137,73.607,0rMGFZarxz3rnyt68cHfm6,226551,3,0.118,0.851,0.032,-0.9056
0nPlbGi675iDCppDNjpl6e,07zqCIPCroFMKSajvERGvE,8/13/2022,0.322,0.182,5,-19.308,1,0.0385,0.938,0.915,0.112,0.0694,66.043,0nPlbGi675iDCppDNjpl6e,211168,3,,,,
1QMwFv4b7IPbzLTfbp1nPt,07zqCIPCroFMKSajvERGvE,8/20/2022,0.382,0.912,4,-6.023,1,0.0467,9.53E-05,3.44E-06,0.329,0.959,169.426,1QMwFv4b7IPbzLTfbp1nPt,118038,4,,,,
5nyUqodtLIP5Ncuv2hc10k,07zqCIPCroFMKSajvERGvE,8/24/2022,0.275,0.157,2,-20.127,1,0.035,0.989,0.903,0.0789,0.0614,80.477,5nyUqodtLIP5Ncuv2hc10k,273717,4,,,,
6llpUv4y59Kd5ZqQ2gugbb,07zqCIPCroFMKSajvERGvE,8/29/2022,0.615,0.81,9,-5.008,1,0.0582,0.0374,0.00203,0.233,0.769,135.011,6llpUv4y59Kd5ZqQ2gugbb,236960,4,,,,
5WXPowQPGcyhFY5IYOWTuL,30PgYnoeT2PAgFNuYLR5qd,9/14/2022,0.399,0.909,7,-3.958,1,0.0854,0.00997,0.00145,0.132,0.421,144.836,5WXPowQPGcyhFY5IYOWTuL,190373,4,,,,
2OUMNIty0ZNqa185mVRehF,30PgYnoeT2PAgFNuYLR5qd,9/25/2022,0.413,0.149,3,-15.895,0,0.035,0.995,0.92,0.108,0.104,67.546,2OUMNIty0ZNqa185mVRehF,209026,4,0.144,0.734,0.122,-0.4604
6m8Z99khlusHMbGEBWNHDB,30PgYnoeT2PAgFNuYLR5qd,9/29/2022,0.801,0.0485,5,-12.151,1,0.0554,0.994,0.000121,0.112,0.494,84.526,6m8Z99khlusHMbGEBWNHDB,199733,4,,,,
53zrZribB4xc2uRzZXWKCT,30PgYnoeT2PAgFNuYLR5qd,9/29/2022,0.252,0.00676,4,-31.909,1,0.0358,0.991,0.955,0.062,0.0897,109.115,53zrZribB4xc2uRzZXWKCT,273413,3,,,,
0Kq4d28miHoPhBbxCIkNyj,30PgYnoeT2PAgFNuYLR5qd,9/29/2022,0.109,0.0446,7,-24.469,1,0.0421,0.973,0.469,0.0664,0.0478,64.735,0Kq4d28miHoPhBbxCIkNyj,253213,4,,,,
47HyqYe5m6Xca2A0WHJGiX,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.207,0.0342,4,-23.974,1,0.042,0.947,0.0105,0.136,0.0373,78.872,47HyqYe5m6Xca2A0WHJGiX,134467,3,,,,
0Kq4d28miHoPhBbxCIkNyj,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.109,0.0446,7,-24.469,1,0.0421,0.973,0.469,0.0664,0.0478,64.735,0Kq4d28miHoPhBbxCIkNyj,253213,4,,,,
0zMQko90wrtkfmVMiBzo3A,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.716,0.671,10,-6.633,1,0.0454,0.0793,1.06E-05,0.132,0.857,134.929,0zMQko90wrtkfmVMiBzo3A,118667,4,,,,
2CfZC77nQV8hV94oLdTUaF,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.709,0.603,5,-5.26,1,0.0364,0.379,4.71E-05,0.111,0.525,126.174,2CfZC77nQV8hV94oLdTUaF,185019,4,,,,
00Jg5A5TfLWEgdFko4h1PI,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.36,0.216,4,-11.705,1,0.0293,0.573,2.89E-06,0.122,0.147,137.104,00Jg5A5TfLWEgdFko4h1PI,158457,4,,,,
570KADcA5xEZNr08LY9JXj,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.628,0.0583,10,-20.815,1,0.0564,0.961,0.705,0.111,0.185,110.263,570KADcA5xEZNr08LY9JXj,106240,4,,,,
0U0gZhiusaKvvqHe8w7B1X,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.535,0.605,11,-9.715,0,0.0355,0.164,0.401,0.558,0.399,90.922,0U0gZhiusaKvvqHe8w7B1X,193987,4,0.101,0.881,0.018,-0.6204
4surOKMzcKGovaN0npVHgz,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.373,0.544,1,-8.287,0,0.0427,0.405,0.000191,0.871,0.175,76.031,4surOKMzcKGovaN0npVHgz,316579,4,,,,
0npSmMSYZ6zCfNrjtOjwpE,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.488,0.398,11,-13.677,0,0.0463,0.209,0.0239,0.0852,0.357,113.518,0npSmMSYZ6zCfNrjtOjwpE,218174,4,,,,
2pv9AdhjEmKlp6A9pyupb0,1vS1nakUrLYkTd3W0yRMYe,10/3/2022,0.557,0.475,2,-7.971,1,0.0279,0.00249,0.178,0.629,0.417,140.129,2pv9AdhjEmKlp6A9pyupb0,226286,4,,,,
4g3lFyxT7bIr5FSKOoqvcV,1vS1nakUrLYkTd3W0yRMYe,10/4/2022,0.547,0.448,9,-7.826,1,0.0358,0.239,0.00225,0.158,0.544,116.299,4g3lFyxT7bIr5FSKOoqvcV,257640,4,,,,
0JQZBVhtftU5L7s4jb7Lbf,1vS1nakUrLYkTd3W0yRMYe,10/8/2022,0.566,0.36,0,-9.094,1,0.033,0.34,0.00329,0.0974,0.381,119.121,0JQZBVhtftU5L7s4jb7Lbf,177894,4,,,,
5CAadCIjbkXYNgXvu3HQAE,1vS1nakUrLYkTd3W0yRMYe,10/12/2022,0.596,0.223,0,-11.288,1,0.0275,0.736,0.00182,0.108,0.0384,141.848,5CAadCIjbkXYNgXvu3HQAE,213607,4,,,,
67F3s7JK4KG79hkJLu4y4w,1vS1nakUrLYkTd3W0yRMYe,10/12/2022,0.418,0.67,4,-8.346,1,0.0362,0.00719,4.52E-05,0.109,0.415,103.6,67F3s7JK4KG79hkJLu4y4w,207111,3,,,,
6nzr9B03B1g2hgRUCc2oEV,1vS1nakUrLYkTd3W0yRMYe,12/16/2022,0.843,0.465,11,-13.365,1,0.0683,0.0835,0.811,0.0875,0.649,133.37,6nzr9B03B1g2hgRUCc2oEV,219560,4,,,,
5qC17VMNoZdF2gAw28FtsV,3scPGVlAn7d74uXRtFnmUC,11/5/2022,0.742,0.384,10,-8.533,1,0.043,0.872,0.00305,0.132,0.354,69.006,5qC17VMNoZdF2gAw28FtsV,91505,3,,,,
6Pvr6ioPciOP4Qq37t3Myt,3scPGVlAn7d74uXRtFnmUC,11/5/2022,0.608,0.429,11,-11.138,0,0.2,0.943,0.000151,0.173,0.199,82.003,6Pvr6ioPciOP4Qq37t3Myt,64390,4,,,,
5nUOgQQ6GWrDi3jfv3Rsry,3scPGVlAn7d74uXRtFnmUC,11/7/2022,0.652,0.133,9,-8.504,1,0.0548,0.991,4.25E-05,0.12,0.175,120.505,5nUOgQQ6GWrDi3jfv3Rsry,264000,4,0.222,0.674,0.105,-0.9846
0OMNQyneWmmZtTQpULYJcl,3scPGVlAn7d74uXRtFnmUC,11/11/2022,0.474,0.136,3,-14.114,1,0.0595,0.631,0,0.0717,0.2,124.412,0OMNQyneWmmZtTQpULYJcl,217733,3,0.214,0.612,0.174,-0.697
3PwNwe6izynT6XVX4vgfPc,3scPGVlAn7d74uXRtFnmUC,11/14/2022,0.363,0.356,0,-13.199,1,0.0383,0.964,0.697,0.0614,0.51,118.535,3PwNwe6izynT6XVX4vgfPc,103533,4,0.092,0.657,0.251,0.8969
71SERqGA0CKmQnt0jWDPTX,3scPGVlAn7d74uXRtFnmUC,11/16/2022,0.269,0.862,11,-4.806,1,0.0559,0.0117,0.483,0.112,0.433,141.492,71SERqGA0CKmQnt0jWDPTX,214008,3,,,,
0MU1272uxkGHaX1Qh56YxT,3scPGVlAn7d74uXRtFnmUC,11/19/2022,0.388,0.222,4,-9.587,1,0.0737,0.641,1.83E-06,0.355,0.289,166.204,0MU1272uxkGHaX1Qh56YxT,207720,3,0.131,0.745,0.124,0.7774
7IImvdQBuqs4KGj9igy2js,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.423,0.736,9,-5.396,1,0.0303,0.0916,0.698,0.173,0.602,144.949,7IImvdQBuqs4KGj9igy2js,193551,4,,,,
2GhMYkHsNAi4fKZwvb3xEO,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.198,0.687,4,-6.627,1,0.0388,0.0366,0.0518,0.161,0.176,179.956,2GhMYkHsNAi4fKZwvb3xEO,313693,3,,,,
1blgW9v2UUVLZOBdP23rgw,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.476,0.902,6,-6.063,1,0.0438,0.0896,0.295,0.104,0.341,135.914,1blgW9v2UUVLZOBdP23rgw,281154,4,,,,
5IuToqeChB6uTLz0iOsDn6,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.393,0.684,1,-8.401,0,0.0281,0.0881,0.152,0.15,0.186,107.55,5IuToqeChB6uTLz0iOsDn6,206456,4,,,,
5Y8NV8AiYPodmq6uOYflq6,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.461,0.61,0,-5.828,1,0.0388,0.0223,0.00028,0.323,0.532,147.743,5Y8NV8AiYPodmq6uOYflq6,253427,4,0.081,0.737,0.182,0.9899
71SERqGA0CKmQnt0jWDPTX,5LzBRPVAPYUssZ4ZESnRmH,12/5/2022,0.269,0.862,11,-4.806,1,0.0559,0.0117,0.483,0.112,0.433,141.492,71SERqGA0CKmQnt0jWDPTX,214008,3,,,,
6PInkrdWpzFi6c4Ffrzs3q,5LzBRPVAPYUssZ4ZESnRmH,12/13/2022,0.624,0.599,11,-7.303,0,0.0314,0.00235,0.0967,0.218,0.657,79.982,6PInkrdWpzFi6c4Ffrzs3q,225253,4,,,,
1g89nNWU8XIjUQwc8BNVTD,5LzBRPVAPYUssZ4ZESnRmH,12/14/2022,0.928,0.433,0,-12.604,1,0.0638,0.543,0.323,0.0904,0.757,104.981,1g89nNWU8XIjUQwc8BNVTD,59481,4,,,,
5ZS5Pj89GOnqp2BtPwUNE8,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.427,0.714,0,-6.728,1,0.0313,0.0816,0.951,0.102,0.3,128.15,5ZS5Pj89GOnqp2BtPwUNE8,272626,4,,,,
3M7Vc5kB27XYvLAIYM49Jj,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.66,0.542,5,-11.264,1,0.037,0.0445,0.0827,0.14,0.239,111.968,3M7Vc5kB27XYvLAIYM49Jj,264167,4,,,,
0IvaKmBYBLVcdP0Ft8Dwik,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.579,0.411,6,-13.068,1,0.0329,0.73,0.8,0.0945,0.125,79.988,0IvaKmBYBLVcdP0Ft8Dwik,185250,1,,,,
3dmsgudsfeGdQ9NsZFOm0C,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.819,0.688,2,-5.967,0,0.0363,0.0549,0.0568,0.0799,0.961,104.013,3dmsgudsfeGdQ9NsZFOm0C,130962,4,,,,
1kV1laTguTB7W2ePEdFtqs,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.466,0.659,9,-5.892,1,0.0248,0.0265,0,0.0639,0.507,93.956,1kV1laTguTB7W2ePEdFtqs,144200,4,,,,
0eBm5L1ECJoq7Xbl7Voe9F,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.55,0.445,11,-8.143,1,0.0282,0.0166,0.853,0.109,0.227,77.537,0eBm5L1ECJoq7Xbl7Voe9F,374722,4,,,,
6nzr9B03B1g2hgRUCc2oEV,5LzBRPVAPYUssZ4ZESnRmH,12/19/2022,0.843,0.465,11,-13.365,1,0.0683,0.0835,0.811,0.0875,0.649,133.37,6nzr9B03B1g2hgRUCc2oEV,219560,4,,,,
2FGTdEAvAv9w6m58c1Br2u,5LzBRPVAPYUssZ4ZESnRmH,12/22/2022,0.731,0.922,9,-6.829,0,0.0439,0.144,0.877,0.479,0.953,126.459,2FGTdEAvAv9w6m58c1Br2u,147733,4,,,,
34RRzca2U6GqC2HLdEukuA,6hDHXewz8qBTezvONSqzyl,1/1/2023,0.603,0.801,1,-5.261,1,0.033,0.265,0,0.134,0.856,133.066,34RRzca2U6GqC2HLdEukuA,109493,4,,,,
4loxhrC7MqARWyHLofmhtW,6hDHXewz8qBTezvONSqzyl,1/4/2023,0.689,0.783,10,-5.148,1,0.0447,0.0654,0.237,0.147,0.756,129.955,4loxhrC7MqARWyHLofmhtW,148192,4,,,,
6OHIq8UbH7oEbnQf6jPMas,6hDHXewz8qBTezvONSqzyl,1/12/2023,0.822,0.107,1,-13.824,1,0.0862,0.882,0.861,0.084,0.622,77.467,6OHIq8UbH7oEbnQf6jPMas,82843,4,,,,
2aitAdHyBLIOqMBPdd4DM3,6hDHXewz8qBTezvONSqzyl,1/18/2023,0.746,0.481,11,-7.575,1,0.19,0.619,0.84,0.103,0.941,167.958,2aitAdHyBLIOqMBPdd4DM3,93095,4,,,,
7uCcBDQiqP7A3LDiY4yDVQ,00riJCYiVJ1yptAXtv2h6k,2/2/2023,0.432,0.745,0,-6.112,1,0.2,0.125,0.000139,0.112,0.197,120.154,7uCcBDQiqP7A3LDiY4yDVQ,210773,4,,,,
3aEtEYik8TxlLrucpNzvzU,00riJCYiVJ1yptAXtv2h6k,2/2/2023,0.463,0.684,0,-3.34,0,0.0269,0.00917,0.144,0.109,0.495,214.021,3aEtEYik8TxlLrucpNzvzU,134573,4,,,,
0eesOi8JLDARItbDnPzlrI,00riJCYiVJ1yptAXtv2h6k,2/2/2023,0.814,0.908,5,-6.551,0,0.22,0.26,0.844,0.112,0.559,93.818,0eesOi8JLDARItbDnPzlrI,90970,4,,,,
6flpKpHgvh6jHcN3rhFFlt,00riJCYiVJ1yptAXtv2h6k,2/2/2023,0.773,0.426,10,-7.906,0,0.0734,0.0531,8.49E-05,0.145,0.262,103.022,6flpKpHgvh6jHcN3rhFFlt,189383,4,,,,
6CQaVuICm1WVXyy3SZ5jEI,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.739,0.365,5,-5.731,0,0.0415,0.751,1.65E-06,0.161,0.699,96.095,6CQaVuICm1WVXyy3SZ5jEI,233733,4,,,,
7j8k8M9korrPWTERMyD7mM,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.31,0.252,2,-13.231,0,0.0384,0.673,0.00525,0.133,0.119,88.85,7j8k8M9korrPWTERMyD7mM,370773,4,0.043,0.746,0.211,0.996
5LTgI9VsuL3NKrv2WHBgNx,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.783,0.803,4,-6.433,0,0.0848,0.0159,0.0197,0.682,0.931,148.184,5LTgI9VsuL3NKrv2WHBgNx,224253,4,0.097,0.79,0.113,0.945
4r0GVpjSsKSR1biv4fOoa5,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.557,0.461,5,-11.796,1,0.0342,0.00952,0.0405,0.0708,0.291,117.999,4r0GVpjSsKSR1biv4fOoa5,379227,3,0,0.72,0.28,0.9973
78ECvz2vs1obDkLdbMEdJK,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.334,0.635,7,-4.906,1,0.0407,0.728,1.59E-05,0.261,0.299,186.714,78ECvz2vs1obDkLdbMEdJK,188184,3,,,,
02t0a1rmItzyIhNNThYRcG,00riJCYiVJ1yptAXtv2h6k,2/10/2023,0.771,0.524,7,-9.759,0,0.505,0.0497,0,0.193,0.525,120.237,02t0a1rmItzyIhNNThYRcG,260664,4,,,,
1venpPIzDTmjPBSVsM1IhB,00riJCYiVJ1yptAXtv2h6k,2/15/2023,0.779,0.585,7,-10.363,1,0.108,0.012,0.0163,0.106,0.624,120.08,1venpPIzDTmjPBSVsM1IhB,224480,4,0.057,0.831,0.113,0.9768
2b4SSorCTQ2VzmllaeWuuT,00riJCYiVJ1yptAXtv2h6k,3/2/2023,0.824,0.396,2,-9.663,1,0.332,0.0323,0.00289,0.108,0.252,118.053,2b4SSorCTQ2VzmllaeWuuT,227707,4,,,,
10FU0Xm3HQgUH9w2KQAtTk,00riJCYiVJ1yptAXtv2h6k,2023-02-29,0.697,0.759,5,-7.908,0,0.0501,0.113,0.195,0.0701,0.848,140.03,10FU0Xm3HQgUH9w2KQAtTk,202489,4,,,,
7uCWAhAVOR487BVKlRf9kp,00riJCYiVJ1yptAXtv2h6k,2/19/2023,0.545,0.352,10,-6.988,0,0.0354,0.353,0.338,0.0729,0.221,102.204,7uCWAhAVOR487BVKlRf9kp,144933,4,,,,
5WYivzNuvVtVeNs5ETZlV2,00riJCYiVJ1yptAXtv2h6k,2/26/2023,0.619,0.699,6,-5.109,1,0.0299,0.259,0.664,0.138,0.527,118.836,5WYivzNuvVtVeNs5ETZlV2,237698,4,,,,
07sDCjAW38IRt72EkMhqaK,00riJCYiVJ1yptAXtv2h6k,2/28/2023,0.774,0.543,4,-5.673,0,0.0819,0.369,0.881,0.104,0.551,82.962,07sDCjAW38IRt72EkMhqaK,205285,4,,,,
3up0UpcpmU5dzPppIwmqXm,00riJCYiVJ1yptAXtv2h6k,2/28/2023,0.762,0.568,8,-4.553,0,0.0339,0.407,0.821,0.12,0.368,107.8,3up0UpcpmU5dzPppIwmqXm,192710,4,,,,
4KDVWd4zUHrfJHyuOuvLJP,00riJCYiVJ1yptAXtv2h6k,2/28/2023,0.494,0.406,11,-10.725,0,0.0416,0.607,0.53,0.122,0.219,81.067,4KDVWd4zUHrfJHyuOuvLJP,191904,4,,,,
7HXfMFsrVmUQqjhBuLsZtY,00riJCYiVJ1yptAXtv2h6k,2023-02-30,0.566,0.722,9,-7.294,0,0.0392,0.0186,0.145,0.408,0.142,125.026,7HXfMFsrVmUQqjhBuLsZtY,217240,4,0.058,0.801,0.142,0.9677
6plT7nFGiXKSBP9HFSI4ef,00riJCYiVJ1yptAXtv2h6k,2023-02-31,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,6plT7nFGiXKSBP9HFSI4ef,243773,4,0.177,0.727,0.096,-0.9924
7uCWAhAVOR487BVKlRf9kp,0HxFI5dOlKztf38T9sa0cF,3/2/2023,0.545,0.352,10,-6.988,0,0.0354,0.353,0.338,0.0729,0.221,102.204,7uCWAhAVOR487BVKlRf9kp,144933,4,,,,
4KDVWd4zUHrfJHyuOuvLJP,0HxFI5dOlKztf38T9sa0cF,3/2/2023,0.494,0.406,11,-10.725,0,0.0416,0.607,0.53,0.122,0.219,81.067,4KDVWd4zUHrfJHyuOuvLJP,191904,4,,,,
7HXfMFsrVmUQqjhBuLsZtY,0HxFI5dOlKztf38T9sa0cF,3/2/2023,0.566,0.722,9,-7.294,0,0.0392,0.0186,0.145,0.408,0.142,125.026,7HXfMFsrVmUQqjhBuLsZtY,217240,4,0.058,0.801,0.142,0.9677
6plT7nFGiXKSBP9HFSI4ef,0HxFI5dOlKztf38T9sa0cF,3/2/2023,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,6plT7nFGiXKSBP9HFSI4ef,243773,4,0.177,0.727,0.096,-0.9924
38nqV0MzbqP7ZxsIHbKu31,0HxFI5dOlKztf38T9sa0cF,3/3/2023,0.748,0.623,5,-5.08,1,0.0285,0.109,0,0.15,0.21,105.045,38nqV0MzbqP7ZxsIHbKu31,250000,4,0.103,0.644,0.253,0.9948
6gtNiLJNLBcV0P6Juenstp,0HxFI5dOlKztf38T9sa0cF,3/1/2023,0.64,0.548,7,-6.965,1,0.147,0.543,3.10E-06,0.303,0.181,148.077,6gtNiLJNLBcV0P6Juenstp,212495,4,,,,
3IkeXMj4KomsT7ZdMmF8Pg,0HxFI5dOlKztf38T9sa0cF,3/3/2023,0.365,0.0936,10,-18.522,0,0.0426,0.853,0,0.165,0.204,78.385,3IkeXMj4KomsT7ZdMmF8Pg,82841,4,,,,
1LGqJ3nvxpVXDWpEzq4DJD,0HxFI5dOlKztf38T9sa0cF,3/4/2023,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36E-06,0.174,0.403,106.994,1LGqJ3nvxpVXDWpEzq4DJD,181440,5,0.113,0.762,0.126,0.2023
4112NftD4CoiRpf203YgkS,0HxFI5dOlKztf38T9sa0cF,3/6/2023,0.64,0.684,0,-7.074,1,0.0499,0.297,0,0.183,0.495,128.027,4112NftD4CoiRpf203YgkS,237893,4,,,,
1eQBEelI2NCy7AUTerX0KS,0HxFI5dOlKztf38T9sa0cF,3/6/2023,0.596,0.393,8,-8.714,1,0.383,0.637,0,0.539,0.36,107.425,1eQBEelI2NCy7AUTerX0KS,320680,4,0.08,0.714,0.206,0.9978
1G9THLIpOxR0mra5AUvHAA,0HxFI5dOlKztf38T9sa0cF,3/13/2023,0.227,0.457,2,-7.459,1,0.0299,0.0979,0.000447,0.189,0.371,106.727,1G9THLIpOxR0mra5AUvHAA,213987,4,0.188,0.662,0.15,-0.6708
4XlLkFmkeAOOtMM3qs8m2V,0HxFI5dOlKztf38T9sa0cF,3/15/2023,0.693,0.656,1,-8.55,0,0.083,0.0939,0.00306,0.183,0.284,119.948,4XlLkFmkeAOOtMM3qs8m2V,166000,4,,,,
1h2LHhmyAXi8tPNLi806JA,0HxFI5dOlKztf38T9sa0cF,3/15/2023,0.611,0.454,0,-7.436,0,0.201,0.469,1.52E-06,0.189,0.444,93.004,1h2LHhmyAXi8tPNLi806JA,311000,4,,,,
1HueUI7zrnVukIJAAjBBeh,0HxFI5dOlKztf38T9sa0cF,3/15/2023,0.76,0.698,0,-5.599,0,0.0614,0.0213,0.00292,0.0537,0.859,112.036,1HueUI7zrnVukIJAAjBBeh,174413,4,0.064,0.927,0.009,-0.8372
5iWUBYHqmf82C9tl8UNGtg,0HxFI5dOlKztf38T9sa0cF,3/21/2023,0.684,0.402,9,-7.334,0,0.03,0.024,0.882,0.0815,0.484,93.982,5iWUBYHqmf82C9tl8UNGtg,237560,4,,,,
1ZEpge1j4gAi4R7pU9oor5,0HxFI5dOlKztf38T9sa0cF,3/21/2023,0.56,0.463,7,-9.601,1,0.421,0.775,0,0.128,0.896,155.711,1ZEpge1j4gAi4R7pU9oor5,162490,4,,,,
25FeM2rqMbcySLJ4dxS2iU,0HxFI5dOlKztf38T9sa0cF,3/21/2023,0.518,0.382,6,-12.976,1,0.451,0.843,1.67E-05,0.11,0.496,82.827,25FeM2rqMbcySLJ4dxS2iU,169242,4,,,,
0v9Wz8o0BT8DU38R4ddjeH,0HxFI5dOlKztf38T9sa0cF,3/27/2023,0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,0v9Wz8o0BT8DU38R4ddjeH,304607,4,0.129,0.577,0.294,0.9994
1a2sYpCigIOnj3OPvPk4rF,0HxFI5dOlKztf38T9sa0cF,4/5/2023,0.646,0.69,6,-7.207,1,0.0833,0.239,0.00321,0.654,0.319,91.971,1a2sYpCigIOnj3OPvPk4rF,249893,4,,,,
1C6ZvjS6v0eQewUo8qcDng,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.728,0.539,2,-5.769,1,0.0525,0.0289,2.06E-06,0.325,0.33,95.019,1C6ZvjS6v0eQewUo8qcDng,206658,4,,,,
2BydLQAh7CUIFvSEqAMc4x,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,2BydLQAh7CUIFvSEqAMc4x,180493,4,0.026,0.804,0.17,0.9817
2qRpAQoH3aaDTppBN7j0JL,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.631,0.348,5,-14.169,0,0.0292,0.719,1.14E-06,0.132,0.444,98.7,2qRpAQoH3aaDTppBN7j0JL,425867,4,0.099,0.666,0.236,0.9954
46CA1H0T1r7u5lDUtVveAh,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.233,0.705,5,-6.928,1,0.0928,0.0319,6.52E-05,0.185,0.352,74.102,46CA1H0T1r7u5lDUtVveAh,401573,4,,,,
1pGAvZo2axYXAXYiSeYEqY,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034,1pGAvZo2axYXAXYiSeYEqY,255653,4,0.187,0.731,0.082,-0.9985
1AUA7JlrARv430PUJRK0Lp,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.463,0.698,1,-4.456,1,0.0368,0.0215,4.65E-06,0.238,0.351,93.072,1AUA7JlrARv430PUJRK0Lp,238249,4,,,,
3C8JVq811dJBtOQx0LktPZ,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.662,0.299,1,-13.503,1,0.0359,0.823,3.86E-06,0.0571,0.509,77.485,3C8JVq811dJBtOQx0LktPZ,190640,3,0.033,0.843,0.124,0.9758
4Y4Gd3ty8uut6Qw43c7yJc,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.486,0.312,2,-13.522,1,0.0533,0.726,1.59E-06,0.0601,0.598,205.917,4Y4Gd3ty8uut6Qw43c7yJc,166827,4,0.018,0.927,0.055,0.5911
6NREFqnqDyj6aUxqQLodMp,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.378,0.442,5,-11.188,1,0.0715,0.585,0.000261,0.086,0.192,140.069,6NREFqnqDyj6aUxqQLodMp,220620,4,,,,
3gyHKzhzSRB6kGtlOZz5OD,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.351,0.929,0,-4.912,1,0.0555,0.411,0.832,0.116,0.577,159.702,3gyHKzhzSRB6kGtlOZz5OD,174000,3,,,,
4lBeuxRpQJFpSaFdmAc9oa,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.284,0.201,4,-18.332,1,0.0376,0.982,0.618,0.102,0.132,82.377,4lBeuxRpQJFpSaFdmAc9oa,171825,1,,,,
5a1iittoF2YZSwqq8SJe2U,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.435,0.105,7,-17.695,1,0.0341,0.976,0.619,0.103,0.209,94.966,5a1iittoF2YZSwqq8SJe2U,197368,4,,,,
0y5AQnBxRnntXBDiXrQ5sE,7EFWm7Mjy6GLJHOEgKEblM,4/5/2023,0.498,0.695,8,-7.786,1,0.0744,0.604,0.457,0.0596,0.335,84.76,0y5AQnBxRnntXBDiXrQ5sE,186060,4,,,,
5wTVNpi5WDByxBgKgUE6MU,7EFWm7Mjy6GLJHOEgKEblM,4/6/2023,0.612,0.442,6,-8.874,1,0.289,0.651,0,0.26,0.253,119.235,5wTVNpi5WDByxBgKgUE6MU,181120,5,0.096,0.687,0.217,0.9944
6cdAs0byLnsoPHTWuqx149,7EFWm7Mjy6GLJHOEgKEblM,4/7/2023,0.54,0.674,4,-8.734,1,0.0296,0.0978,0.156,0.147,0.165,95.036,6cdAs0byLnsoPHTWuqx149,195107,4,0.036,0.862,0.102,0.4939
6fTdcGsjxlAD9PSkoPaLMX,7EFWm7Mjy6GLJHOEgKEblM,4/8/2023,0.511,0.596,0,-6.56,1,0.224,0.53,0,0.0798,0.554,158.063,6fTdcGsjxlAD9PSkoPaLMX,226014,4,,,,
