Year,Month,Day,time,trackName,albumName,artistName,playlists.name,track_id,date,hour,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2023,6,22,02:00:00,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",Bad Hair Day,"""Weird Al"" Yankovic",HOmeWorK BANgers,5r96TaQquRrlo3Ym3ZlSL2,6/22/2023,02,0.728,0.448,8,-10.54,1,0.172,0.103,0.0,0.267,0.483,80.902,202920,4
2023,7,29,02:38:00,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",Bad Hair Day,"""Weird Al"" Yankovic",HOmeWorK BANgers,5r96TaQquRrlo3Ym3ZlSL2,7/29/2023,02,0.728,0.448,8,-10.54,1,0.172,0.103,0.0,0.267,0.483,80.902,202920,4
2023,7,29,01:10:00,"The Saga Begins (Lyrical Adaption of ""American Pie"")",Running With Scissors,"""Weird Al"" Yankovic",HOmeWorK BANgers,74sUbOF9Zm8LdGUJjxleTl,7/29/2023,01,0.487,0.429,4,-8.716,0,0.0391,0.332,0.0,0.207,0.508,143.582,328773,4
2023,7,23,01:33:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,7/23/2023,01,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,8,21,03:10:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,8/21/2023,03,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,9,2,23:41:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,9/2/2023,23,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,9,3,07:29:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,9/3/2023,07,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,9,13,07:35:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,9/13/2023,07,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,9,13,22:15:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,9/13/2023,22,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,9,15,00:09:00,Wasted State Of Mind,So Divided,...And You Will Know Us by the Trail of Dead,Missing Her,16XbElFPv3A7TrzRJntVYd,9/15/2023,00,0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4
2023,6,17,01:21:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/17/2023,01,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,17,15:07:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/17/2023,15,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,18,23:31:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/18/2023,23,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,23,10:55:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/23/2023,10,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,27,19:36:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/27/2023,19,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,28,11:05:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/28/2023,11,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,29,02:56:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/29/2023,02,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,29,05:47:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/29/2023,05,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,30,02:25:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/30/2023,02,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,30,19:39:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,6/30/2023,19,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,1,18:37:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/1/2023,18,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,2,13:33:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/2/2023,13,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,6,04:21:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/6/2023,04,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,7,01:47:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/7/2023,01,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,7,20:40:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/7/2023,20,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,9,14:57:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/9/2023,14,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,9,15:44:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/9/2023,15,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,11,03:21:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/11/2023,03,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,12,10:27:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/12/2023,10,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,16,00:46:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/16/2023,00,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,16,07:55:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/16/2023,07,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,16,21:27:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/16/2023,21,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,17,21:26:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/17/2023,21,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,19,01:16:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/19/2023,01,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,19,03:33:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/19/2023,03,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,20,02:21:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/20/2023,02,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,20,03:47:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/20/2023,03,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,21,04:20:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/21/2023,04,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,23,08:07:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/23/2023,08,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,23,17:07:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/23/2023,17,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,7,27,01:31:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,7/27/2023,01,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,8,1,21:58:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,8/1/2023,21,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,8,2,03:16:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,8/2/2023,03,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,8,5,08:40:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,8/5/2023,08,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,8,6,21:43:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,8/6/2023,21,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,8,25,04:16:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,8/25/2023,04,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,9,2,19:52:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,9/2/2023,19,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,9,14,23:01:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,9/14/2023,23,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,9,16,22:21:00,Kaleidoscope,When the Morning Comes,A Great Big World,Missing Her,2SkJKMfjpYsNv0KWOxiegX,9/16/2023,22,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4
2023,6,7,11:35:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/7/2023,11,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,6,9,05:05:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/9/2023,05,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,6,10,15:23:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/10/2023,15,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,6,14,03:45:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/14/2023,03,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,6,16,21:56:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/16/2023,21,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,6,18,03:20:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,6/18/2023,03,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,8,25,23:14:00,Prophets,Get Guilty,A.C. Newman,Perfect Playlist Pt 2,7dnQZxpbKsHNmtlWcRdsR4,8/25/2023,23,0.396,0.635,4,-5.665,0,0.0394,0.387,0.0,0.271,0.306,126.981,178787,4
2023,7,23,01:28:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,7/23/2023,01,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,7,23,23:06:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,7/23/2023,23,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,8,11,00:51:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,8/11/2023,00,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,8,20,01:20:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,8/20/2023,01,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,8,31,20:51:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,8/31/2023,20,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,9,4,18:45:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,9/4/2023,18,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,9,7,05:49:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,9/7/2023,05,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,9,7,23:32:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,9/7/2023,23,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,9,15,15:58:00,T.N.T.,High Voltage,AC/DC,Rock Paper Scissors,7LRMbd3LEoV5wZJvXT1Lwb,9/15/2023,15,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
2023,7,23,05:22:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,7/23/2023,05,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,8,21,02:49:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,8/21/2023,02,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,9,6,22:36:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,9/6/2023,22,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,9,7,15:24:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,9/7/2023,15,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,9,14,16:19:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,9/14/2023,16,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,9,15,23:36:00,Back In Black,Back In Black,AC/DC,Rock Paper Scissors,08mG3Y1vljYA6bvDt4Wqkj,9/15/2023,23,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2023,7,24,00:22:00,Highway to Hell,Highway to Hell,AC/DC,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,7/24/2023,00,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2023,9,4,01:03:00,Highway to Hell,Highway to Hell,AC/DC,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,9/4/2023,01,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2023,9,8,21:55:00,Highway to Hell,Highway to Hell,AC/DC,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,9/8/2023,21,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2023,9,15,15:55:00,Highway to Hell,Highway to Hell,AC/DC,Rock Paper Scissors,2zYzyRzz6pRmhPzyfMEC8s,9/15/2023,15,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2023,8,11,22:02:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,8/11/2023,22,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,8,31,04:15:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,8/31/2023,04,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,8,31,14:17:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,8/31/2023,14,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,9,7,02:42:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,9/7/2023,02,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,9,8,15:09:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,9/8/2023,15,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,9,8,23:09:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,9/8/2023,23,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,9,11,23:07:00,Thunderstruck,The Razors Edge,AC/DC,Rock Paper Scissors,57bgtoPSgt236HzfBOd8kj,9/11/2023,23,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2023,8,12,01:23:00,You Shook Me All Night Long,Back In Black,AC/DC,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,8/12/2023,01,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
2023,9,2,19:14:00,You Shook Me All Night Long,Back In Black,AC/DC,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,9/2/2023,19,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
2023,9,11,21:06:00,You Shook Me All Night Long,Back In Black,AC/DC,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,9/11/2023,21,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
2023,9,11,22:54:00,You Shook Me All Night Long,Back In Black,AC/DC,Rock Paper Scissors,2SiXAy7TuUkycRVbbWDEpo,9/11/2023,22,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
2023,8,12,16:41:00,Rock or Bust,Rock or Bust,AC/DC,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,8/12/2023,16,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,183053,4
2023,8,31,17:52:00,Rock or Bust,Rock or Bust,AC/DC,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,8/31/2023,17,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,183053,4
2023,9,4,19:08:00,Rock or Bust,Rock or Bust,AC/DC,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,9/4/2023,19,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,183053,4
2023,9,8,23:17:00,Rock or Bust,Rock or Bust,AC/DC,Rock Paper Scissors,2vyae4DvSU2gs8OMOGwXF2,9/8/2023,23,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,183053,4
2023,8,21,03:05:00,Shoot to Thrill,Back In Black,AC/DC,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,8/21/2023,03,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
2023,8,31,18:54:00,Shoot to Thrill,Back In Black,AC/DC,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,8/31/2023,18,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
2023,9,7,06:50:00,Shoot to Thrill,Back In Black,AC/DC,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,9/7/2023,06,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
2023,9,7,15:53:00,Shoot to Thrill,Back In Black,AC/DC,Rock Paper Scissors,0C80GCp0mMuBzLf3EAXqxv,9/7/2023,15,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
2023,7,22,23:45:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,7/22/2023,23,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,7,23,23:42:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,7/23/2023,23,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,10,01:08:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/10/2023,01,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,10,11:03:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/10/2023,11,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,10,20:14:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/10/2023,20,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,11,11:17:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/11/2023,11,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,11,20:06:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/11/2023,20,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,8,12,13:12:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,8/12/2023,13,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,4,00:27:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/4/2023,00,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,4,20:05:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/4/2023,20,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,5,19:26:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/5/2023,19,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,6,01:30:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/6/2023,01,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,7,00:28:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/7/2023,00,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,9,8,21:51:00,Walk This Way,Toys In The Attic,Aerosmith,I Will Survive,5SZ6zX4rOrEQferfFC2MfP,9/8/2023,21,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
2023,7,8,15:05:00,Dream On,Aerosmith,Aerosmith,Rock Paper Scissors,5MxNLUsfh7uzROypsoO5qe,7/8/2023,15,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
2023,7,23,02:37:00,Dream On,Aerosmith,Aerosmith,Rock Paper Scissors,5MxNLUsfh7uzROypsoO5qe,7/23/2023,02,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
